page_id,title
5502159,Battle Angel Alita: Last Order
48666402,Battle Angel Alita: Mars Chronicle
49660110,Big Hero 6: The Series
3117149,Biomega (manga)
42786109,Blackhole (video game)
723377,Blame!
44449,Blood Music (novel)
1963048,Bloom (novel)
4923157,By the Light of the Moon (novel)
43645565,The Causal Angel
5436452,Cerebro's X-Men
44103659,The Chronicle of the Fallers
2682492,Commonwealth Saga
3837885,Crysis (video game)
14421816,Crysis 2
14421821,Crysis 3
58623,The Culture
36691288,Cyberpunk 2077
64382191,Cyberpunk: Edgerunners
1866458,Dark Sector
1543682,DC One Million
35896442,Destiny (video game)
49400008,Destiny 2
52224,The Diamond Age
1014591,Eden (Lem novel)
1449930,Eden: It's an Endless World!
4589813,Eon (novel)
5459336,Eternity (novel)
20835611,Extremis
50978516,Faking Miracles
2080,A Fire Upon the Deep
5385860,Forge of Heaven
35259878,The Fractal Prince
32910742,G.I. Joe: Retaliation
13734892,G.I. Joe: The Rise of Cobra
72081917,Goddess of Victory: Nikke
45032290,Grey Goo
6106920,Hammerfall (novel)
922920,Hostile Waters: Antaeus Rising
228995,Hyperion Cantos
755109,Ilium (novel)
12837452,Ilium/Olympos
31440066,Implied Spaces
1752305,Infinite Crisis
220116,The Invincible
65615059,Iron Man's armor (Marvel Cinematic Universe)
732107,James Bond 007: Everything or Nothing
68738451,James Bond 007: Everything or Nothing (Game Boy Advance video game)
17014283,Kiki the nano bot
19406821,The Killing Star
9839076,Limit of Vision
50689963,Mercy (Overwatch)
23048153,Metal Gear Rising: Revengeance
1575603,Metal Gear Solid 4: Guns of the Patriots
19114338,Microcosm (video game)
43573181,Mirror's Edge Catalyst
52702026,Nanorobotic terminators
56300,Nanotech (anthology)
37984303,The Nexus Trilogy
593924,Observation on the Spot
414658,Orion's Arm
59722664,Osmosis (TV series)
40201915,Outlast
19230387,Permanence (novel)
33351584,Postsingular
367519,Prey (novel)
30020699,The Quantum Thief
751104,Queen of Angels (novel)
26008898,Ra.One
13302082,Revelation Space series
35761027,Revolution (TV series)
8684736,Rex Ronan: Experimental Surgeon
376870,Perry Rhodan
547539,Rifts (role-playing game)
47956963,John Ringo bibliography
9454227,River of Gods
52438070,Scooby Apocalypse
46185063,Shadowrun
35252530,Silo (series)
244338,T-1000
47176071,T-3000
246363,Terminator (franchise)
34344124,Terminator 2: Judgment Day
44609083,Terminator Genisys
380013,The Time Ships
38736007,Torment: Tides of Numenera
627206,Transhuman Space
6324034,Uglies
598460,Vampire Hunter D
37649990,Vast (novel)
3610212,Void Trilogy
38333096,Warframe
301618,The Way (novel series)
7851378,The Wellstone
34168,Xenogears
22679256,AlloSphere
2869732,American National Standards Institute Nanotechnology Panel
2225423,AMOLF
47929654,British Society for Nanomedicine
18618196,California NanoSystems Institute
51484732,Catalan Institute of Nanoscience and Nanotechnology
23823849,Catalan Institute of Nanotechnology
29388754,CEA-Leti: Laboratoire d'électronique des technologies de l'information
4120631,CeNTech
59717330,Center for Chemistry at the Space-Time Limit
39552728,Center for High-rate Nanomanufacturing
4544290,Center for NanoScience
31746484,Center for Nanotechnology in Society
21483862,Center for Probing the Nanoscale
37236301,Center of Excellence in Nanotechnology for Energy
38904907,Centre for Advanced 2D Materials
33664739,Centre for Nanoscience and Quantum Information
63334526,Cluster of Excellence Frankfurt Macromolecular Complexes
11751,Foresight Institute
42525300,Indian Association for the Cultivation of Science
18844184,Institut d'électronique de microélectronique et de nanotechnologie
28955459,Institut des nanotechnologies de Lyon
39827483,Institute of Nano Science and Technology
19355977,International Center for Materials Nanoarchitectonics
28384440,International Center for Technology Assessment
23850329,International conference on Physics of Light–Matter Coupling in Nanostructures
13779708,International Council on Nanotechnology
15672113,International Iberian Nanotechnology Laboratory
44158633,International Institute for Nanotechnology
34597671,"International Society for Nanoscale Science, Computation, and Engineering"
19970839,Istituto Italiano di Tecnologia
2458009,Kavli Institute of Nanoscience
19553124,Laboratory of Nano and Quantum Engineering
7075936,London Centre for Nanotechnology
1178368,MacDiarmid Institute for Advanced Materials and Nanotechnology
9512445,Manufacturing Engineering Centre
40007724,Mike & Ophelia Lazaridis Quantum-Nano Centre
2567355,Minatec
25738645,Nano and Micro Devices Center
48530585,Nano/Bio Interface Center
30709676,NanoGagliato
19148552,NanoHUB
25100645,NanoNed
11969823,Nanosystems Initiative Munich
35827608,Nanotechnology Industries Association
25584679,National Center for Nanoscience and Technology
40532409,National Graphene Institute
19326228,National Institute for Materials Science
3602968,National Institute for Nanotechnology
1032221,National Nanotechnology Initiative
28418999,NBI Knowledgebase
11241476,Project on Emerging Nanotechnologies
30957475,Russell Berrie Nanotechnology Institute
20047082,Science Policy Research Unit
54963902,Sri Lanka Institute of Nanotechnology
11220178,Swiss Nanoscience Institute
54007125,Sydney Nanoscience Hub
554371,Thailand National Nanotechnology Center
30865837,University of Copenhagen Nano-Science Center
25159096,University of Dayton Research Institute
55900182,University of Sydney Nano Institute
19358368,Waterloo Institute for Nanotechnology
52728470,Zernike Institute for Advanced Materials
60574037,Aligner (semiconductor)
57311656,Alvéole Lab
36051507,Chemistry of photolithography
20606961,Computational lithography
33897723,Coordinatograph
2164976,Dip-pen nanolithography
1093768,Electron-beam lithography
2154371,Extreme ultraviolet lithography
642936,Immersion lithography
4432469,Interference lithography
71929531,Inverse lithography
42347710,Laser printing of single nanoparticles
4210737,LIGA
23475732,Local oxidation nanolithography
6591389,Mask shop
1903362,Maskless lithography
64559901,Micralign
7057811,Microcontact printing
11268558,Microlithography
4719126,Micropatterning
17181411,Multilayer soft lithography
22124835,Multiphoton lithography
7908943,Multiple patterning
30721542,Nanofountain probe
2669179,Nanoimprint lithography
2104510,Nanolithography
42413466,Nanosphere lithography
2154436,Next-generation lithography
24834390,Off-axis illumination
3263872,Optical proximity correction
12816331,PDMS stamp
2945076,Phase-shift mask
15509033,Photoacid
23748,Photolithography
642903,Photomask
23781,Photoresist
19953006,Plasmonic nanolithography
25609547,Proton beam writing
12146473,Proximity effect (electron beam lithography)
14979971,Quantum lithography
1689314,Soft lithography
49040767,Spacer patterning
20151587,Stencil lithography
2284519,Stepper
44426201,Virtual metrology
26418605,X-ray lithography
36605,Molecular electronics
20695220,AMOLED
37628061,Guillermo Bazan
3946504,Break junction
1169436,Charge-transfer complex
732746,Conductive polymer
2349940,Cyclooctatetraene
3574347,Endohedral hydrogen fullerene
1194789,Flexible organic light-emitting diode
3235923,Fluorene
18814341,Frit compression
1408225,James Gimzewski
1183272,Alan J. Heeger
18675609,Light-emitting electrochemical cell
6459229,John McGinness
16015428,Molecular conductance
4830276,Molecular logic gate
2331095,Molecular memory
25444252,Molecular processor
13052519,Naphthalocyanine
26225095,NOMFET
191646,OLED
1601998,Organic field-effect transistor
27264213,Organic light-emitting transistor
1104369,Organic semiconductor
2741241,Phosphorescent organic light-emitting diode
4457582,Photochemical logic gate
28413819,Poly(p-phenylene oxide)
733259,Polyphenylene sulfide
733062,Poly(p-phenylene vinylene)
733183,Polyacetylene
733241,Polyaniline
67476938,Polymer electrolytes
733208,Polypyrrole
733204,Polythiophene
52253271,Richard S. Potember
36603,Rotaxane
18695732,Molecular-scale electronics
2408819,Supramolecular electronics
7454236,Tetrathiafulvalene
6787565,Unimolecular rectifier
78590623,Diradicaloid
59814243,Molecular demon
2765047,Molecular motor
13280509,Molecular propeller
9414430,Molecular sensor
12124272,Molecular shuttle
12138221,Molecular switch
2635128,Molecular tweezers
3017886,Motor protein
28604428,Nano guitar
8327305,Nanoelectronics
32743838,Atomic-terrace low-angle shadowing
56791124,Ballistic collection transistor
3345023,Ballistic conduction
31313402,Ballistic conduction in single-walled carbon nanotubes
1216282,Ballistic deflection transistor
44592416,Band-gap engineering
35955101,Bloch–Grüneisen law
25379184,Carbon nanotube nanomotor
17279558,Carbon nanotubes in photovoltaics
2092835,Comb drive
3873342,Conductance quantum
2133700,Coulomb blockade
8559342,Deal–Grove model
14069368,Deep-sub-voltage nanoelectronics
33636267,Feedback-controlled electromigration
4597716,Fermi point
37821607,Field-induced polymer electroluminescent technology
64017065,Geometric diode
38749092,Graphene antenna
6411538,Hydrogen sensor
23181940,Ignition Park
58030745,Ionic Coulomb blockade
45478390,Junctionless nanowire transistor
35176246,Landauer formula
18567260,Lateral quantum dot
31804992,Luminescent solar concentrator
16783683,Magnetic nanoring
39179456,Magnetic spin vortex disc
7389351,MEMS electrothermal actuator
13818990,Molecular wire
8674917,Nanobatteries
10214429,Nanocircuitry
6241959,Nanocomputer
2740204,Nanoelectrochemistry
44390248,Nanoelectromechanical relay
908385,Nanoelectromechanical systems
50224430,Nanoelectromechanical systems mass spectrometer
39313159,Nanofluids in solar collectors
30057479,Nanogenerator
5145367,Nanoionics
50250122,Nanomechanical resonator
1390297,Nanomotor
4550348,Nanophotonics
41726381,Nanoprobing
15995191,Nanoradio
33177993,Nanoscale plasmonic motor
52206,Nanowire
15439559,Nanowire battery
55605352,Nanowire laser
4294270,Niemeyer–Dolan technique
45019735,Niobium nanowire
44856539,Non linear piezoelectric effects in polar semiconductors
23079699,Optical modulators using semiconductor nano-structures
12755108,Patterning by etching at the nanoscale
34516380,Piezotronics
1519181,Polaritonics
4898962,Quantum point contact
44379249,Ruselectronics
75488149,Hatef Sadeghi
747290,Silicon on insulator
69832813,Silicon quantum dot
56256205,Single-electron transistor
18952779,Spaser
21534694,Spinmechatronics
8556260,Thermal oxidation
80384537,Variable retention time
39533958,Wearable generator
20214363,Western Institute of Nanoelectronics
20399858,Zinc oxide nanorod sensor
868108,Nanomaterials
36423257,Aerographite
59420823,Ag-Sb2S3
2574259,Aggregated diamond nanorod
33177867,Bacterial cellulose
57976285,Belumosudil
53572933,Boron nitride aerogel
74844675,Nanomaterials and cancer
25279655,Carbide-derived carbon
739628,Carbon nanofoam
61878385,Carbon nanohoop
5320,Carbon nanotube
28254396,Chemical bath deposition
1525765,Cluster (physics)
3544145,"Anthracene-9,10-dithiol"
54186007,Engineering controls for nanomaterials
58838548,European Union Observatory for Nanomaterials
533793,Ferrofluid
48977460,Gallium nitride nanotube
39586666,Graphite-like zinc oxide nanostructure
53376859,Health and safety hazards of nanomaterials
32130816,Hybrid material
29690231,Hybtonite
6520671,Impalefection
69193536,Markita del Carpio Landry
31264994,Laponite
11209942,Lycurgus Cup
69490438,Megalibrary (nanotech)
50698229,Melt blowing
49290419,Metallogels
60129248,Delia Milliron
849843,Nano-RAM
5667589,Nanocomposite
30511252,Nanocrystal solar cell
6966559,Nanocrystalline material
197129,Nanocrystalline silicon
54980110,Nanofilter Tanzania
26720235,Nanofluid
6064049,Nanofoam
21729741,Nanogel
62013142,Nanolattice
3275260,Nanomaterial-based catalyst
36309229,Nanonet
3475308,Nanopillar
2840034,Nanopin film
6308157,Nanoporous materials
1937828,Nanostructure
54195920,Nanostructured film
40858983,Nanotextured surface
4653712,Ormosil
28333458,Peptide amphiphile
61491450,Perovskite nanocrystal
53842069,Petryanov filter
14781912,Polymer nanocomposite
63886215,Polymer-protein hybrid
3147940,Quantum heterostructure
3604712,Sculptured thin film
69821827,Shape control in nanocrystal growth
149881,Medical uses of silver
23907700,Slocum stone
41162315,Stanene
62015338,Strasbourg Institute of Material Physics and Chemistry
39322872,Superhydrophobic coating
67944546,Tantalum diselenide
40518246,Tube-based nanostructure
19905510,Vapor–liquid–solid method
81809379,Vernadite
62817045,Zinc oxide nanostructure
53723703,Antibiotic properties of nanoparticles
77606905,Lajos Balogh (scientist)
68657567,Biohybrid microswimmer
22444556,Carbon nanotubes in medicine
30761035,DNA error
49249936,Drug vectorization
16090917,European Technology Platform Nanomedicine
33661741,Heart nanotechnology
58630953,Host cell protein
45426846,"Institute of Experimental Medicine, Academy of Sciences of the Czech Republic"
76419906,Magnetic nanoparticles in drug delivery
32808114,Monitoring (medicine)
65552008,Madaswamy S. Muthu
48727130,Nano neuro knitting
21880823,Nano-scaffold
30676402,Nanoneedle
59383794,Nanoparticle drug delivery
31726766,Nanoparticle–biomolecule conjugate
41086554,Nanoparticles for drug delivery to the brain
9497908,Nanotoxicology
54492223,Radioactive nanoparticle
41225392,Synthetic antibody
80593311,Synthetic organelles
6470547,Targeted drug delivery
55008417,Tissue nanotransfection
6630855,Transfersome
31838482,Drexler–Smalley debate on molecular nanotechnology
33848849,ISO/TS 80004
23680,There's Plenty of Room at the Bottom
1686926,Why the Future Doesn't Need Us
30332230,Optofluidics
76517743,Bubble laser
48629214,Fluidic force microscopy
542575,Drude model
5081444,Extraordinary optical transmission
66345561,Gap surface plasmon
53902845,Graphene plasmonics
43451826,Hybrid plasmonic waveguide
60376787,International Conference on Surface Plasmon Photonics
38931518,Localized surface plasmon
39832104,Magnetic-plasmonic bifunctional nanoparticles
45057474,Metal–insulator–metal diode
34072435,Multiple layered plasmonics
900733,Plasma oscillation
27481335,Plasmaron
231630,Plasmon
54287671,Plasmon coupling
24465628,Plasmonic laser
39950774,Plasmonic lens
34086984,Plasmonic nanoparticle
25451813,Plasmonic solar cell
52748480,Plexciton
62960782,Heinz Raether
11523749,Spinplasmonics
63677270,Spoof surface plasmon
31671822,Spreeta
66182787,Surface magnon polariton
14553052,Surface plasmon
30868906,Surface plasmon polariton
47482842,Surface plasmon resonance microscopy
3434894,Surface-enhanced Raman spectroscopy
46775890,Tip-enhanced Raman spectroscopy
81117560,Wood's anomaly
31601451,Brus equation
977983,Charge qubit
45669038,Charles Hard Townes Award
875676,Colossal magnetoresistance
48259617,Josephson junction count
26983835,Electrically detected magnetic resonance
5260042,Flux qubit
5905152,Intersubband polariton
10088199,Magnetocapacitance
22313894,Molecular beam
16750945,Multiple exciton generation
3265720,Noise-equivalent flux density
21650344,Phase qubit
13473221,Quantum bus
511547,Quantum dot
23692678,Quantum dot display
7246977,Quantum dot solar cell
1162543,Quantum efficiency
25268,Quantum electrodynamics
2850373,Quantum flux parametron
50425,Quantum Hall effect
3732486,Quantum mirage
13495046,Quantum spin Hall effect
22981865,Quantum tunnelling composite
54076100,The Quantum Vacuum
642886,Quantum well
1327379,Quantum wire
22236319,Quantum-confined Stark effect
667564,Rapid single flux quantum
75962366,Silicon Quantum Electronics Workshop
2623096,Spin valve
61220,Spintronics
42266481,Superconducting computing
1730328,Superconducting quantum computing
24703611,Superconducting tunnel junction
35508439,Transmon
26964158,Trion (physics)
12953027,Tunnel junction
3624741,Two-dimensional electron gas
1511304,Wetting layer
734585,Scanning probe microscopy
31760032,Vibrational analysis with scanning probe microscopy
44893854,Infrared Nanospectroscopy (AFM-IR)
34757567,Atomic force acoustic microscopy
227982,Atomic force microscopy
17526233,Ballistic electron emission microscopy
70867509,Bimodal atomic force microscopy
48751238,Campanile probe
19855700,Chemical force microscopy
24580913,Conductive atomic force microscopy
9591272,Counter-scanning
57688647,Electrochemical AFM
2076540,Electrochemical scanning tunneling microscope
6769823,Electrostatic force microscope
162400,Force spectroscopy
13007684,Friction force microscope
2207911,Kelvin probe force microscope
2200954,Magnetic force microscope
4610407,Magnetic resonance force microscopy
63761382,Mochii
52973193,Nano-FTIR
4216002,Near-field scanning optical microscope
40476464,Non-contact atomic force microscopy
31698140,Photoconductive atomic force microscopy
50229484,Photon scanning microscopy
13553180,Photothermal microspectroscopy
27177206,Piezoresponse force microscopy
57418849,Probe tip
80551218,Quasiparticle interference imaging
11515113,Scanning capacitance microscopy
4399145,Scanning gate microscopy
11917122,Scanning Hall probe microscope
7079848,Scanning ion-conductance microscopy
29427548,Scanning joule expansion microscopy
62383372,Scanning quantum dot microscopy
20670019,Scanning SQUID microscopy
20893805,Scanning thermal microscopy
27774,Scanning tunneling microscope
1959732,Scanning tunneling spectroscopy
864090,Scanning voltage microscopy
8434642,Spin-polarized scanning tunneling microscopy
7200934,Silicon photonics
50871480,LONGi
6424117,Photonic integrated circuit
43112814,Silicon Photonics Cloud
28184481,Silicon Photonics Link
54262313,Pauls Stradiņš Jr
1048518,Supramolecular chemistry
34655565,Carceplex
3972304,Carcerand
1225171,Catenane
2635392,Cavitand
43717327,Circuit topology
35610975,Coordination cage
1904052,Cryptand
4377513,Cryptophane
5340351,Crystal engineering
1846258,Cucurbituril
1335984,Dendrimer
2801321,Dynamic covalent chemistry
2283222,Endohedral fullerene
47393061,Exohedral fullerene
2913762,Foldamer
10607261,Folding (chemistry)
3610312,Graphite intercalation compound
48908651,Grid complex
1697945,Host–guest chemistry
13609,Hydrogen bond
1020643,Hydrophobic effect
42600851,Intercalation (biochemistry)
1697773,Intercalation (chemistry)
14951,Ionic bonding
31508894,J-aggregate
62899094,Kristi Kiick
4048455,Mechanically interlocked molecular architectures
317227,Micelle
2401526,Molecular Borromean ring
44021915,Molecular gyroscope
1938226,Molecular imprinting
1557358,Molecular knot
10115658,Molecular self-assembly
2485027,Non-covalent interaction
13787601,Olympiadane
79308512,Organic molecular cages
20386802,Pi-interaction
1224983,Polycatenane
53989605,Polyrotaxane
61999316,Pyrogallolarenes
42628804,Quasi-crystals (supramolecular)
3998467,Resorcinarene
72452878,Sigma hole interactions
47454037,Spherical aromaticity
3129901,Stacking (chemistry)
48759979,Supermicelle
1557401,Supermolecule
1846298,Supramolecular assembly
41267493,Supramolecular catalysis
9176452,Supramolecular polymer
30275938,Topology (chemistry)
342851,Bilayer
8282634,Carbon film (technology)
16837442,Chameleon coating
37389962,Evaporation suppressing monolayers
59616019,Frank–Van der Merwe growth
15143957,Layer by layer
50850373,Low field magnetoresistance
146630,Monolayer
53663583,Multilayer medium
13337084,Nanomesh
5490772,Octadecyltrichlorosilane
38298878,Perfluorodecyltrichlorosilane
13871411,Plasma-immersion ion implantation
43450635,Refractive index and extinction coefficient of thin film materials
14552970,Stranski–Krastanov growth
23971865,Tauc plot
18717526,Thin-film drug delivery
19236411,Thin-film lithium-ion battery
200947,Thin-film memory
199410,Thin-film transistor
9756583,1 μm process
9758489,1.5 μm process
9758548,3 μm process
46452867,6 μm process
9758579,10 µm process
8214741,130 nm process
9080562,250 nm process
9769974,350 nm process
9769950,600 nm process
9756482,800 nm process
6769438,Advanced Materials
64294715,Applied Nanoscience
10419626,Electrostatic deflection (molecular physics/nanotechnology)
30832988,Fluorescence intermittency
37488173,International Journal of Nanomedicine
25682462,International Journal of Nanoscience
1835541,Ion-beam–assisted deposition
1592850,Ion beam deposition
36591242,Journal of Biomedical Nanotechnology
23885934,Journal of Nanoparticle Research
22132096,Laser ablation synthesis in solution
6828242,Molecular computational identification
47222588,Molecular vapor deposition
25591082,Nano (journal)
32249963,Nano Research
22074782,Nano Today
70925431,Nano-Micro Letters
63526245,Nano-Structures & Nano-Objects
57223553,Nanomaterials (journal)
65574905,Nanophotonics (journal)
38648693,Nanoscale (journal)
32250099,Nanoscale Research Letters
32249901,Nanotechnology (journal)
43173338,Nanotechnology Law & Business
22730057,Nanotoxicology (journal)
38977332,Nanotransfer printing
19581511,Peptization
59634425,Phenine nanotube
32031460,"Proceedings of the Institution of Mechanical Engineers, Part N"
31462586,Rational design
19112023,Small (journal)
81211308,Small Science (journal)
3971333,Space Nanotechnology Laboratory
1225188,Topoisomer
48677845,2D silica
38554590,James R. Von Ehr II
4614165,Luca Cardelli
33817092,Anne Condon
74639333,Hendrik Dietz
45519035,Robert Dirks
53360896,Nataša Jonoska
34852473,Lila Kari
35081596,Thomas LaBean
48660355,Laura Landweber
35044277,Niles Pierce
10804313,John Reif
4465281,Paul W. K. Rothemund
41443948,Georg Seelig
27599412,Nadrian Seeman
35249855,Friedrich Simmel
22841204,Andrew Turberfield
27081915,Erik Winfree
53844684,Bernard Yurke
75144262,Mete Atatüre
78278856,Siu-Wai Chan
65213901,Jonathan Finley
68551501,Anne Goldberg
68571288,Kirill Kavokin
6225845,Paul McEuen
42754865,Teri W. Odom
75417626,Martino Poggio
53930029,Nicola Pugno
68728379,Ramakrishna Podila
56462617,Christian Schönenberger
2086384,Paul Alivisatos
61766819,Vartkess Ara Apkarian
7879361,Harry Atwater
