page_id,title,in_degree,out_degree,total_degree,pagerank,betweenness_centrality,closeness_centrality,eigenvector_centrality,katz_centrality,hub_score,authority_score,clustering_coefficient,core_number,avg_neighbor_degree,avg_neighbor_pagerank,community_size,bridging_score,year,is_breakout,uncertainty,predicted_growth
23748,Photolithography,22,9,31,0.0050090914894254,0.0162021299073763,0.1428795953649859,0,0.0298773129782077,0.0002873061737712,0.0065833847882349,0.0738916256157635,5,2.2222222222222223,0.0011937863323042,92,0.0005063165596055,2020,False,0.0,0.0
191646,OLED,22,6,28,0.0098925512638434,0.008267748990183,0.1205305755937637,0,0.0292450711316589,2.8665067307688588e-05,0.0029924006462008,0.0333333333333333,5,1.5,0.0010257178663635,59,0.0002850947927649,2020,False,0.0,0.0
2741241,Phosphorescent organic light-emitting diode,2,1,3,0.0031086516020349,0.0002976783044243,0.0992289907419351,0,0.0261584184926204,0.0001401644144087,3.416462586735533e-06,1.0,2,6.0,0.0058253183029928,59,7.441957610609449e-05,2020,False,0.0,0.0
908385,Nanoelectromechanical systems,15,4,19,0.0030144888252332,0.0052420281454731,0.1405874093430877,0,0.0284647548735474,0.0014316194658365,0.0068755239603937,0.0980392156862745,6,5.5,0.0020846042050187,123,0.0002621014072736,2020,False,0.0,0.0
4550348,Nanophotonics,11,4,15,0.0011340009638468,0.0025740673161488,0.106082927676638,0,0.0279636901602787,0.0001888772777229,0.00572658655526,0.0476190476190476,5,2.75,0.0007158759723697,57,0.0001608792072593,2020,False,0.0,0.0
868108,Nanomaterials,32,12,44,0.0044291783079008,0.015301149878895,0.1324621737705026,0,0.0315297695884261,0.0032432936586415,0.0167359778113002,0.0451219512195121,6,9.0,0.0009991809615541,77,0.0003400255528643,2020,False,0.0,0.0
5320,Carbon nanotube,32,17,49,0.0055256859808666,0.0195972763190689,0.1482838003655195,0,0.0326342197956917,0.0017345808826411,0.0153266890883346,0.0340136054421768,5,3.588235294117647,0.0014245592587738,135,0.0003919455263813,2020,False,0.0,0.0
23680,There's Plenty of Room at the Bottom,20,14,34,0.0062273722661236,0.008472513028107,0.1540066761894128,0,0.0299467898836819,0.0032600279197167,0.0098243504749965,0.1719576719576719,7,4.214285714285714,0.0035449135697169,123,0.000242071800803,2020,False,0.0,0.0
46775890,Tip-enhanced Raman spectroscopy,4,3,7,0.0053685673039142,0.0010531670640752,0.1104494452559868,0,0.0265479775025778,6.308528709815892e-05,0.0001002746744903,0.2,3,1.6666666666666667,0.0025028690346289,57,0.0001316458830094,2020,False,0.0,0.0
511547,Quantum dot,19,20,39,0.0028492383293844,0.0145720605430794,0.1350233759219564,0,0.0307481411625208,0.0016497498435092,0.0104481727535735,0.0571428571428571,5,3.7,0.0015110755421038,110,0.0003643015135769,2020,False,0.0,0.0
23692678,Quantum dot display,1,5,6,0.0003524321844012,0.0001688004282563,0.0910795545754383,0,0.0268419611660635,0.0048444317488219,5.83286701756137e-05,0.2,4,15.6,0.0082127325888859,110,2.411434689376433e-05,2020,True,0.0,0.0
734585,Scanning probe microscopy,26,4,30,0.006503782447206,0.0104565801932242,0.1548604900560207,0,0.0296134321863304,0.0003557460466512,0.0072939996049526,0.074074074074074,5,5.0,0.001594311299207,92,0.0003373090384911,2020,False,0.0,0.0
227982,Atomic force microscopy,25,12,37,0.0045254806406479,0.0099860529397467,0.1382819846230433,0,0.0307028471419662,0.0012817553751144,0.0090049368226987,0.0554621848739495,5,2.75,0.0013972553283838,92,0.0002627908668354,2020,False,0.0,0.0
4216002,Near-field scanning optical microscope,9,1,10,0.0030351991560962,0.0011302148537824,0.1301366185846451,0,0.0271070600521634,4.696878089439318e-06,0.0013308223193955,0.0833333333333333,5,3.0,0.001658685704483,92,0.0001027468048893,2020,False,0.0,0.0
27774,Scanning tunneling microscope,26,3,29,0.0054537003993774,0.0039963176827069,0.1486289904561609,0,0.0298725891937235,0.0003498331782457,0.0063759637373154,0.0443349753694581,5,1.6666666666666667,0.0012140230868741,92,0.0001332105894235,2020,False,0.0,0.0
1048518,Supramolecular chemistry,15,11,26,0.003896194296211,0.0105253693323417,0.101643705777047,0,0.0294059208889397,0.0047472403702837,0.0051275953855994,0.0833333333333333,5,6.727272727272728,0.0020212465952478,119,0.0003898284937904,2020,False,0.0,0.0
43717327,Circuit topology,4,1,5,0.0034294417276047,0.0002836262741005,0.094515875466719,0,0.0264165381520141,1.6070282558712923e-06,0.0009836882557997,0.1666666666666666,2,1.0,0.0012232324383308,119,4.727104568343281e-05,2020,False,0.0,0.0
30275938,Topology (chemistry),2,1,3,0.0032793328356403,0.0,0.0823887244440683,0,0.0261449435725222,4.60760789201189e-05,3.430879664868055e-05,1.0,2,1.0,0.0020250536222311,119,0.0,2020,False,0.0,0.0
6769438,Advanced Materials,12,2,14,0.0042432253781105,0.0037568798824319,0.1131748225630984,0,0.0274869689828247,3.381553999640342e-05,0.0023590617365539,0.0606060606060606,4,2.5,0.0009763199303322,40,0.0002504586588287,2020,False,0.0,0.0
19112023,Small (journal),4,3,7,0.0036056810753031,0.0045719822330324,0.0998274233418976,0,0.0266609420087977,0.0039300286693237,5.106406979365748e-05,0.2,3,15.0,0.0075608764455635,40,0.000571497779129,2020,False,0.0,0.0
16769,K. Eric Drexler,17,11,28,0.0050607118355967,0.0069492428292152,0.1468223962883298,0,0.0295064527076647,0.0036359113046779,0.0098218657702077,0.2433333333333333,7,4.0,0.003473403877756,123,0.0002396290630763,2020,False,0.0,0.0
25523,Richard Feynman,27,7,34,0.0084447833770561,0.0140229926343859,0.1584848845041404,0,0.0299786297415587,0.004460891658564,0.0150359321217955,0.1957671957671957,7,9.571428571428571,0.0030978156045717,123,0.000400656932411,2020,False,0.0,0.0
25814,Richard Smalley,16,2,18,0.0044760481386816,0.0015273086805948,0.1429252875924771,0,0.0284190815521284,0.0009673346824281,0.0100299663647498,0.25,7,5.5,0.0032934457182214,123,8.03846673997314e-05,2020,False,0.0,0.0
28848171,Konstantin Novoselov,7,4,11,0.0035933174208888,0.0027856302235308,0.1164176541551643,0,0.0268425437418974,0.0007005059466966,0.0010595209660636,0.3809523809523809,4,5.75,0.0015066699143081,40,0.0002321358519609,2020,False,0.0,0.0
19638,MEMS,12,15,27,0.0025199746832009,0.0103884838375701,0.1215798080254831,0,0.0293967906466161,0.0023997185912927,0.0003695652127867,0.0276923076923076,5,3.933333333333333,0.0015599565907109,63,0.0003710172799132,2020,False,0.0,0.0
1234517,Nanoparticle,32,17,49,0.0060631510355432,0.0345198265157589,0.1569267465946896,0,0.0320868808755847,0.0079419612757588,0.0166366550146941,0.0613107822410148,6,8.352941176470589,0.0019701237888367,110,0.0006903965303151,2020,False,0.0,0.0
911833,Graphene,25,18,43,0.0038283093214352,0.0182685332523574,0.1374738155341974,0,0.0316847290766759,0.0019143246789066,0.0092289901365677,0.0394889663182346,5,4.5,0.001425734277032,40,0.0004151939375535,2020,False,0.0,0.0
6808830,Advanced Functional Materials,3,2,5,0.0030726196881619,7.36751853411493e-05,0.1023419680104593,0,0.0262905447618863,0.0001128905892755,0.0006708712671011,0.3333333333333333,3,2.5,0.0028158212573883,40,1.2279197556858216e-05,2020,False,0.0,0.0
4647936,Nature Nanotechnology,12,1,13,0.0033508261004802,0.0023807711358024,0.1470155836518671,0,0.0276356329778638,0.0037881062346743,0.0037309033787694,0.0606060606060606,5,41.0,0.0038435887180201,135,0.0001700550811287,2020,False,0.0,0.0
49817168,Germanium-vacancy center in diamond,1,0,1,0.0003009024323745,0.0,0.0006983240223463,0,0.0260108080305519,-0.0,3.884625621516524e-07,0.0,1,0.0,0.000211143891002,41,0.0,2020,True,0.0,0.0
24669,Pauli exclusion principle,10,0,10,0.0037844151434722,0.0,0.128616285211408,0,0.0272344046723087,-0.0,0.0007098393184257,0.0888888888888888,4,0.0,0.0017330503026624,119,0.0,2020,False,0.0,0.0
227686,Lennard-Jones potential,10,6,16,0.003504859510193,0.0023239076000821,0.1278030810127755,0,0.0274913016555115,0.0001173783162268,8.984456932242589e-05,0.1515151515151515,4,2.1666666666666665,0.0017362926037174,119,0.0001367004470636,2020,False,0.0,0.0
70657,Van der Waals force,24,8,32,0.0069958873469027,0.007946735386165,0.1454368286045154,0,0.0296986392380548,4.5427902830546425e-05,0.0036821081007772,0.0423280423280423,5,2.625,0.0017006328823153,119,0.0002408101632171,2020,False,0.0,0.0
6111,Chemical vapor deposition,21,7,28,0.0056794856801987,0.0076600055902059,0.1430625397892688,0,0.0291863211670324,0.0001246062450676,0.0067848802584048,0.0688405797101449,5,3.2857142857142856,0.0013616224367265,110,0.0002641381238002,2020,False,0.0,0.0
449756,Epitaxy,13,6,19,0.0035180339613991,0.0053074981537346,0.1278396379581453,0,0.0283337110506781,0.0001396067811415,0.0007163258257351,0.0718954248366013,5,4.833333333333333,0.0014491802645869,110,0.0002653749076867,2020,False,0.0,0.0
584207,Dichroic prism,1,1,2,0.0013114247197342,0.0,0.0917961199071237,0,0.0260128685981894,6.806644706546443e-06,8.754390902672099e-07,0.0,1,3.0,0.0038503822908279,110,0.0,2020,True,0.0,0.0
21488,Nanotechnology,146,42,188,0.0291442990595351,0.1113840993779144,0.1805514005992178,0,0.0492501564543598,0.0123841315534824,0.0794980688505513,0.0134577540785882,7,6.380952380952381,0.0009697493926471,117,0.0005893338591424,2021,False,0.0,0.0
8984619,Feature-oriented scanning,4,3,7,0.0036402524405019,0.002189908343511,0.1474560862859255,0,0.0263022551787074,0.0002605884623931,0.0015544645653104,0.2,3,4.0,0.0078643149863929,99,0.0002737385429388,2021,False,0.0,0.0
7200558,Impact of nanotechnology,3,7,10,0.0004668620800948,0.0005552443403037,0.1163715540847773,0,0.0269678630586146,0.0023688043335904,0.0040091909679493,0.2444444444444444,6,6.285714285714286,0.0021309518621624,108,5.04767582094306e-05,2021,False,0.0,0.0
2227503,Langmuir–Blodgett film,17,1,18,0.0035702666012529,0.0007130258827007,0.1406185862507026,0,0.0278298006185352,5.760180970471132e-05,0.0021871017143424,0.0735294117647058,5,4.0,0.0013313038496731,46,3.752767803688109e-05,2021,False,0.0,0.0
3238520,Microfabrication,8,10,18,0.0024164266400829,0.0072783699557388,0.1248842388864272,0,0.0275586419706734,0.0012141505965901,0.0002338374102285,0.0952380952380952,5,7.4,0.0020326567703687,96,0.0003830721029336,2021,False,0.0,0.0
18906,Microfluidics,14,4,18,0.0036322881849194,0.0038411810705507,0.1302480151821992,0,0.027616260382831,0.0002105920509471,0.0016142003754719,0.0583333333333333,4,2.0,0.0009286471831097,41,0.0002021674247658,2021,False,0.0,0.0
21514,Nanomedicine,32,22,54,0.0053971165953259,0.0145254420492862,0.1484055781486809,0,0.0320664670287639,0.011740880175089,0.0144516656413263,0.095282146160962,7,9.227272727272728,0.0021001533786383,108,0.0002640989463506,2021,False,0.0,0.0
1006597,Nanorobotics,22,9,31,0.0041065708163437,0.0053770088338279,0.144497719664515,0,0.0297728939111353,0.0027765068093507,0.01197228514138,0.1310344827586207,6,6.333333333333333,0.0026230495174841,55,0.0001680315260571,2021,False,0.0,0.0
24117996,SEEC microscopy,0,4,4,0.0002042455449315,0.0,0.0,0,0.0260803724784271,0.0008184262254861,-0.0,0.3333333333333333,4,7.75,0.002543310033578,46,0.0,2021,False,0.0,0.0
1033036,Thin film,18,23,41,0.0039047441993142,0.0197713371467481,0.1484533738260235,0,0.0308960346412442,0.001236880358349,0.0033249695289329,0.0294871794871794,5,3.0869565217391304,0.0016510942492822,96,0.0004707461225416,2021,False,0.0,0.0
29162730,Zyvex,8,3,11,0.0037418468886881,0.0003065919128775,0.1119100285054031,0,0.026721814690733,0.0002361828259045,0.0026976732833834,0.1388888888888889,4,1.0,0.0015281827835177,108,2.554932607312802e-05,2021,False,0.0,0.0
26901564,DNA nanotechnology,26,15,41,0.0045457750899081,0.0159781868609241,0.1452718959123237,0,0.0298445399445275,0.0059031258287338,0.0098746398306738,0.1182795698924731,5,7.133333333333334,0.0019035284760332,71,0.0003804330204981,2021,False,0.0,0.0
253418,DNA computing,20,3,23,0.0029562609138559,0.0026046352109711,0.1215900094249019,0,0.0285171750577933,0.0003537148017626,0.0081936389650852,0.1558441558441558,5,3.6666666666666665,0.0009609389901154,71,0.0001085264671237,2021,False,0.0,0.0
14421816,Crysis 2,4,3,7,0.0022577332073789,0.0003834879276247,0.1139583325062297,0,0.0261801914418763,4.607481131639068e-05,0.0009503660194879,0.4,3,2.0,0.0019419496451258,55,4.793599095309779e-05,2021,False,0.0,0.0
59717330,Center for Chemistry at the Space-Time Limit,2,3,5,0.0042270395831825,0.0002624914410818,0.0936314414402321,0,0.0259032746033699,8.36882914222791e-06,7.465303896485071e-06,0.3333333333333333,2,1.3333333333333333,0.0033463580595599,65,4.374857351363648e-05,2021,False,0.0,0.0
1032221,National Nanotechnology Initiative,13,0,13,0.0034681380752846,0.0,0.1512000031989422,0,0.0275082702439925,-0.0,0.0112419238137239,0.3205128205128205,7,0.0,0.0045784188344554,108,0.0,2021,False,0.0,0.0
2154371,Extreme ultraviolet lithography,11,3,14,0.0023593266903766,0.001936755175624,0.1272633146686369,0,0.02737649679135,0.0003105150209488,0.0015393741789162,0.1538461538461538,4,4.333333333333333,0.0011857786266175,99,0.0001291170117082,2021,False,0.0,0.0
23748,Photolithography,22,11,33,0.0046940044449131,0.0173400468423411,0.1439561916707692,0,0.029738531505237,0.0006356663785971,0.0064843206351807,0.075268817204301,5,3.090909090909091,0.0012643898506366,99,0.0005100013777159,2021,False,0.0,0.0
191646,OLED,21,6,27,0.0082253946547767,0.0071281877815053,0.1212701198973436,0,0.0287012097346868,6.014887781385984e-05,0.002330488921105,0.036231884057971,5,1.8333333333333333,0.0010177129727724,31,0.0002545781350537,2021,False,0.0,0.0
2741241,Phosphorescent organic light-emitting diode,2,1,3,0.0026558573612132,0.0002937844977714,0.0997506439579751,0,0.0257871221388271,0.0001101773294259,7.104290752623316e-06,1.0,2,6.0,0.0048680014579552,31,7.344612444287021e-05,2021,False,0.0,0.0
908385,Nanoelectromechanical systems,15,4,19,0.0030041891291129,0.006081728685102,0.144497719664515,0,0.0280669888125935,0.0014411253966171,0.0067822151231844,0.0980392156862745,6,5.5,0.0021167555482998,108,0.0003040864342551,2021,False,0.0,0.0
4550348,Nanophotonics,14,4,18,0.0019273472671523,0.0033553811955791,0.1116096188207755,0,0.0279657738666727,0.0001890509420412,0.0058092780192771,0.065359477124183,5,2.75,0.0008113623502745,65,0.0001765990102936,2021,False,0.0,0.0
868108,Nanomaterials,33,12,45,0.0043935729291891,0.0142927490107625,0.1328379613054187,0,0.0312158364633093,0.0032349954400591,0.0161116715000947,0.0429732868757259,6,9.583333333333334,0.0010014914043983,101,0.0003107119350165,2021,False,0.0,0.0
5320,Carbon nanotube,31,18,49,0.0056538555814249,0.0232882665490939,0.151080867168077,0,0.0321679423389136,0.001739547932466,0.0143038288000311,0.0289115646258503,5,3.388888888888889,0.0014332642960514,117,0.0004657653309818,2021,False,0.0,0.0
23680,There's Plenty of Room at the Bottom,20,14,34,0.0065142329385745,0.0096065366699058,0.1584012803195199,0,0.0295282405283365,0.0032112912479456,0.0098695465491109,0.1746031746031746,7,4.357142857142857,0.0034697601299044,108,0.000274472476283,2021,False,0.0,0.0
46775890,Tip-enhanced Raman spectroscopy,4,3,7,0.0054072147535894,0.0010356320050496,0.1121829689617713,0,0.0261718672875046,6.320541593080538e-05,9.763805706875412e-05,0.2,3,1.6666666666666667,0.0025280974108535,65,0.0001294540006312,2021,False,0.0,0.0
511547,Quantum dot,18,21,39,0.0028593068766741,0.0140230552513055,0.1345832775853439,0,0.030318142845624,0.0016267600266586,0.0102087266654029,0.0554621848739495,5,3.857142857142857,0.0014684785474113,101,0.0003505763812826,2021,False,0.0,0.0
23692678,Quantum dot display,1,5,6,0.0003403494294624,0.0001524347200664,0.0909167111893102,0,0.0264505170351472,0.0047057793975628,5.700460918977641e-05,0.1333333333333333,4,15.6,0.0066433554575768,117,2.1776388580927736e-05,2021,True,0.0,0.0
734585,Scanning probe microscopy,26,4,30,0.0059650853244785,0.0116013644725234,0.156625119174245,0,0.0292031353303569,0.0003561884012755,0.0073430206346717,0.0854700854700854,6,5.0,0.001595793466118,99,0.0003742375636297,2021,False,0.0,0.0
227982,Atomic force microscopy,26,12,38,0.0047050357285078,0.0115800006332452,0.1464721085890699,0,0.0304350180346856,0.0012737621597561,0.0092866193534962,0.0555555555555555,6,2.833333333333333,0.0015325303840309,99,0.0002969230931601,2021,False,0.0,0.0
4216002,Near-field scanning optical microscope,9,1,10,0.0032028171258894,0.001118602072001,0.133109774926531,0,0.0267258310626736,4.615984345923945e-06,0.00132105918984,0.0833333333333333,5,3.0,0.0017524471489122,65,0.0001016910974546,2021,False,0.0,0.0
27774,Scanning tunneling microscope,29,4,33,0.0057767827757909,0.0051135238804456,0.1517273619913769,0,0.0299841722746846,0.0004367828055567,0.0065735821696405,0.0359848484848484,5,1.75,0.0011730194508003,46,0.0001503977611895,2021,False,0.0,0.0
1048518,Supramolecular chemistry,14,11,25,0.0019708021287856,0.0055110551877203,0.0986617563633996,0,0.0289900435185845,0.004684484628965,0.0050405007050932,0.08,5,6.727272727272728,0.0018993278436423,95,0.0002119636610661,2021,False,0.0,0.0
43717327,Circuit topology,4,1,5,0.0032350603649578,0.0002857365927471,0.0947351533795993,0,0.0260422561114005,1.59473538235231e-06,0.0009667143184283,0.1666666666666666,2,1.0,0.0011675614834848,58,4.7622765457853616e-05,2021,False,0.0,0.0
30275938,Topology (chemistry),2,1,3,0.0030830982581226,0.0,0.0821885588122852,0,0.0257744888398194,4.570285700896063e-05,3.373210405472241e-05,1.0,2,1.0,0.0018954454767309,58,0.0,2021,False,0.0,0.0
6769438,Advanced Materials,13,2,15,0.0053006455531072,0.0038856503535861,0.1161077394785398,0,0.0272371045259013,3.313236376923534e-05,0.0023952256656659,0.0512820512820512,4,2.5,0.0012190676621811,20,0.0002428531470991,2021,False,0.0,0.0
19112023,Small (journal),4,3,7,0.0043119320187625,0.0046939026463939,0.1021151364044756,0,0.0262845555688717,0.0039025096593318,4.75920847763702e-05,0.2,3,15.333333333333334,0.0077277190338279,20,0.0005867378307992,2021,False,0.0,0.0
16769,K. Eric Drexler,17,13,30,0.0042590802802852,0.0111885798343552,0.1477396556826292,0,0.029242664621261,0.0038988188403068,0.0097370925322803,0.2123076923076923,7,6.153846153846154,0.0033636238828543,108,0.0003609219301404,2021,False,0.0,0.0
25523,Richard Feynman,28,7,35,0.0081581902241972,0.0130486163742912,0.158129580010224,0,0.0296879237031526,0.0044314021543263,0.0149864727052528,0.1871921182266009,7,9.714285714285714,0.0029299146302754,108,0.0003624615659525,2021,False,0.0,0.0
25814,Richard Smalley,16,4,20,0.004803142678155,0.003170546725037,0.1433295167070283,0,0.0280186680305547,0.0010029527947569,0.0099344849225595,0.25,7,5.5,0.0032244074577914,108,0.0001509784154779,2021,False,0.0,0.0
28848171,Konstantin Novoselov,8,4,12,0.0040955613107974,0.0042468867622422,0.1196334611289392,0,0.0265986151711325,0.0006986635154569,0.0010889089569886,0.3928571428571428,4,6.5,0.0015500128738088,46,0.0003266835970955,2021,False,0.0,0.0
19638,MEMS,12,15,27,0.0026440872488458,0.0105443457706634,0.122527306148273,0,0.0289845446236766,0.0024110961171324,0.0003519585871813,0.0276923076923076,5,4.066666666666666,0.0015722784751453,41,0.0003765837775236,2021,False,0.0,0.0
1234517,Nanoparticle,34,19,53,0.0063637594961215,0.0318748928927102,0.1562534663490858,0,0.0321723922498014,0.0084188308602906,0.0161777210650071,0.0576241134751773,6,8.473684210526315,0.0018843497183675,101,0.0005902757943094,2021,False,0.0,0.0
911833,Graphene,25,21,46,0.0041028814049656,0.0246090074911713,0.1411352497641773,0,0.0316416980821582,0.0019907854112099,0.0090769181812878,0.0393939393939393,5,4.476190476190476,0.0013950231407844,46,0.0005235959040674,2021,False,0.0,0.0
6808830,Advanced Functional Materials,3,2,5,0.0037127318506303,6.821341332706941e-05,0.1044995977623675,0,0.0259187455991142,0.0001154878418775,0.0006532291013656,0.3333333333333333,3,2.5,0.0033989858580785,20,1.1368902221178235e-05,2021,False,0.0,0.0
4647936,Nature Nanotechnology,10,1,11,0.002809234578764,0.0021736443310321,0.146751902492774,0,0.0269657959199015,0.0037583894268494,0.0028815714263771,0.0666666666666666,5,42.0,0.004084461853306,117,0.000181137027586,2021,False,0.0,0.0
49817168,Germanium-vacancy center in diamond,1,0,1,0.0002910752160766,0.0,0.0006788866259334,0,0.0256422538113639,-0.0,3.966878901825126e-07,0.0,1,0.0,0.0002042455449315,55,0.0,2021,True,0.0,0.0
24669,Pauli exclusion principle,10,0,10,0.0035317788054506,0.0,0.1256590666273482,0,0.0268532705673885,-0.0,0.0007204924372636,0.1111111111111111,4,0.0,0.001700392379883,95,0.0,2021,False,0.0,0.0
227686,Lennard-Jones potential,11,7,18,0.0032659624776518,0.0026553806515665,0.1299908984009597,0,0.0272387809773524,0.0001202508589867,0.0001067848041932,0.1923076923076923,4,2.7142857142857144,0.0016263452448236,95,0.0001397568763982,2021,False,0.0,0.0
70657,Van der Waals force,26,8,34,0.0071881289006267,0.0125318646150875,0.1510313649180219,0,0.0295416377146802,4.680078054252611e-05,0.0029489936220172,0.0390804597701149,5,2.875,0.001627765182214,95,0.0003580532747167,2021,False,0.0,0.0
6111,Chemical vapor deposition,21,10,31,0.0049039786251334,0.0076806187807085,0.1474560862859255,0,0.0289265904134243,0.000141219916174,0.0068190058479394,0.0733333333333333,5,3.2,0.0014239070645889,96,0.0002400193368971,2021,False,0.0,0.0
449756,Epitaxy,15,7,22,0.0031595367328339,0.0051408463189045,0.1294433377505765,0,0.0283369649677819,0.000175129684073,0.0009330937020675,0.0571428571428571,5,4.285714285714286,0.001266992215215,96,0.0002235150573436,2021,False,0.0,0.0
584207,Dichroic prism,1,1,2,0.0011000037336149,0.0,0.0979753724681107,0,0.0256436544742238,6.984851745539009e-06,8.98098139084387e-07,0.0,1,3.0,0.0032140071352302,96,0.0,2021,True,0.0,0.0
21488,Nanotechnology,151,42,193,0.0299946739093083,0.1121284451900518,0.1858242207567544,0,0.0493113068022751,0.0117275606450076,0.0815151877468212,0.01267038971957,7,6.523809523809524,0.0009524537967265,109,0.0005779816762373,2022,False,0.0,0.0
8984619,Feature-oriented scanning,4,3,7,0.0037236355387301,0.0021281691840588,0.1496293057016514,0,0.0259937310062244,0.0002418467361625,0.0015101220351744,0.2,3,4.0,0.0080761613598074,82,0.0002660211480073,2022,False,0.0,0.0
7200558,Impact of nanotechnology,3,7,10,0.000391055927447,0.0005576950583339,0.1181244418378364,0,0.0266556589255708,0.0022379961938383,0.00402389116169,0.2444444444444444,6,6.428571428571429,0.0021309106083234,150,5.069955075762745e-05,2022,False,0.0,0.0
2227503,Langmuir–Blodgett film,17,1,18,0.0034421761251469,0.0007075113659648,0.143333926376399,0,0.027506880484451,5.419086503985515e-05,0.002285110029258,0.0808823529411764,5,4.0,0.0013912988988898,77,3.72374403139401e-05,2022,False,0.0,0.0
3238520,Microfabrication,8,9,17,0.0022302080257604,0.0062137029370651,0.1272011034942069,0,0.0272328234687229,0.0011124798988651,0.0003273436659497,0.0857142857142857,5,8.555555555555555,0.0019744131719122,84,0.0003452057187258,2022,False,0.0,0.0
