page_id,title,year,predicted_pagerank,predicted_growth,uncertainty
199410,Thin-film transistor,2027,0.0008331963260543703,0.007808197,0.09806043034164924
200947,Thin-film memory,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
207581,Wil McCarthy,2027,0.0004996767143861349,-0.0147312395,0.09806043034164924
217832,Leo Esaki,2027,0.0011844593067241642,-0.018385345,0.09806043034164924
220116,The Invincible,2027,0.001117308085843405,0.019157982,0.09806043034164924
225615,Terminator 3: Rise of the Machines,2027,0.0001732128320132989,-0.0092203505,0.09806043034164924
227686,Lennard-Jones potential,2027,0.0040445568318914875,0.015503919,0.09806043034164924
227982,Atomic force microscopy,2027,0.004874029616372143,-0.050653584,0.09806043034164924
228995,Hyperion Cantos,2027,0.00035955554746014233,-0.011056367,0.09806043034164924
231630,Plasmon,2027,0.0012118086305846665,0.00154239,0.09806043034164924
244338,T-1000,2027,0.0009544540117946009,0.01915828,0.09806043034164924
246363,Terminator (franchise),2027,0.0010975140026031167,-0.00033499626,0.09806043034164924
253418,DNA computing,2027,0.003137706270318178,-0.0019926804,0.09806043034164924
263902,Evanescent field,2027,0.00023432948819159915,-0.023113597,0.09806043034164924
287668,Anthracene,2027,0.00020629233885031568,-0.0268514,0.09806043034164924
294218,Molecular assembler,2027,0.001717952215161649,0.016973881,0.09806043034164924
301618,The Way (novel series),2027,0.0010598352974094608,-0.062127307,0.09806043034164924
312671,Mechanosynthesis,2027,0.0004214129284112276,0.10286827,0.09806043034164924
315008,Magnetoresistive RAM,2027,0.0025442960232055266,-0.06657426,0.09806043034164924
317227,Micelle,2027,0.00021088359922047324,-0.005192912,0.09806043034164924
336994,Engines of Creation,2027,0.0020775599748867673,-0.005219012,0.09806043034164924
342851,Bilayer,2027,0.0001740513278370146,-0.00442416,0.09806043034164924
351914,Self-assembly,2027,0.0016564329310962615,0.039949782,0.09806043034164924
355547,London dispersion force,2027,0.0022048116845752807,-0.027627662,0.09806043034164924
360793,Deus Ex: Invisible War,2027,0.00017312927107514568,-0.00969832,0.09806043034164924
367519,Prey (novel),2027,0.0006485956582211485,0.011254154,0.09806043034164924
376845,Cooper pair,2027,0.0015700735832278546,0.009627199,0.09806043034164924
376870,Perry Rhodan,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
379018,Metal Gear,2027,0.0006182561384452161,-0.014410832,0.09806043034164924
380013,The Time Ships,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
399116,Quantum solvent,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
410778,Micromachinery,2027,0.0010129788475441868,-0.036760822,0.09806043034164924
414658,Orion's Arm,2027,0.00025808808606007054,-0.017600544,0.09806043034164924
432276,Brownian ratchet,2027,0.0015206223625323161,-0.032326538,0.09806043034164924
449756,Epitaxy,2027,0.0037843088669908638,0.08776101,0.09806043034164924
450052,Molecular-beam epitaxy,2027,0.0019817014707476815,-0.010456335,0.09806043034164924
479392,Myosin,2027,0.0005595670271454776,0.0023234882,0.09806043034164924
508390,Brownian motor,2027,0.0007318357024054174,-0.033229135,0.09806043034164924
511547,Quantum dot,2027,0.0031515773603667213,0.059782583,0.09806043034164924
518104,Utility fog,2027,0.0004233790852983395,0.052260693,0.09806043034164924
533793,Ferrofluid,2027,0.000832409020149733,-0.008047416,0.09806043034164924
542575,Drude model,2027,0.0007664092396646535,0.007103921,0.09806043034164924
547400,Molecular mechanics,2027,0.0015731624326029703,-0.0042065717,0.09806043034164924
547539,Rifts (role-playing game),2027,0.00017420174586198553,-0.003563754,0.09806043034164924
554371,Thailand National Nanotechnology Center,2027,0.0001733182965668653,-0.008617124,0.09806043034164924
584207,Dichroic prism,2027,0.00022157920347842846,0.26743588,0.09806043034164924
584887,Optical coating,2027,0.00022493143615131726,0.28661075,0.09806043034164924
593924,Observation on the Spot,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
598460,Vampire Hunter D,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
603278,Nanosensor,2027,0.0004618867233681244,0.10201636,0.09806043034164924
609808,Kinesin,2027,0.0016960690915376207,-0.046558373,0.09806043034164924
609812,Dynein,2027,0.0006968458159386088,0.0071988567,0.09806043034164924
625341,Nanopore,2027,0.0007265427121678875,-0.029384864,0.09806043034164924
627206,Transhuman Space,2027,0.0002092018432122216,0.011930432,0.09806043034164924
642886,Quantum well,2027,0.0022517790916566057,0.015471951,0.09806043034164924
642903,Photomask,2027,0.00038510935692472596,0.048405215,0.09806043034164924
642936,Immersion lithography,2027,0.0006571940409188336,-0.0034159152,0.09806043034164924
667564,Rapid single flux quantum,2027,0.0008187128965980052,0.0050226757,0.09806043034164924
669367,Smartdust,2027,0.0005603155406048453,0.05232176,0.09806043034164924
707088,Center for Nanoscale Materials,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
707137,Molecular Foundry,2027,0.0009656312155702017,-0.051210888,0.09806043034164924
707340,Center for Nanophase Materials Sciences,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
710045,Pulsed laser deposition,2027,0.0013328924540416736,0.0075550172,0.09806043034164924
710106,Sumio Iijima,2027,0.001961969236817992,0.007373432,0.09806043034164924
723377,Blame!,2027,0.00032634233638040137,0.008900565,0.09806043034164924
732107,James Bond 007: Everything or Nothing,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
732746,Conductive polymer,2027,0.0009168881299521322,0.05676236,0.09806043034164924
733009,Nanopore sequencing,2027,0.00044656910111665375,-0.032982852,0.09806043034164924
733062,Poly(p-phenylene vinylene),2027,0.00045048544178054095,0.04339658,0.09806043034164924
733183,Polyacetylene,2027,0.00024896989907503104,-0.00069901464,0.09806043034164924
733204,Polythiophene,2027,0.0002972332595027343,-0.013951714,0.09806043034164924
733208,Polypyrrole,2027,0.0001732420194665683,-0.0090534175,0.09806043034164924
733241,Polyaniline,2027,0.00032910908168726514,0.017453982,0.09806043034164924
733259,Polyphenylene sulfide,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
733274,Polydiacetylenes,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
734585,Scanning probe microscopy,2027,0.004927175520968434,-0.021177728,0.09806043034164924
739628,Carbon nanofoam,2027,0.0004113947110385212,-0.019357804,0.09806043034164924
743373,Naomi Halas,2027,0.00047114154023972124,0.063238665,0.09806043034164924
747222,Silicon on sapphire,2027,0.00042554094080485814,0.009454522,0.09806043034164924
747290,Silicon on insulator,2027,0.0012803082408518246,-0.000731396,0.09806043034164924
751104,Queen of Angels (novel),2027,0.0001733182965668653,-0.008617124,0.09806043034164924
755109,Ilium (novel),2027,0.0002478008880811467,-0.028673196,0.09806043034164924
835157,Adhesion,2027,0.0012201001103131722,-0.04729321,0.09806043034164924
845722,Tunnel magnetoresistance,2027,0.002152014345296018,-0.06656231,0.09806043034164924
849843,Nano-RAM,2027,0.000982055368912537,-0.002257018,0.09806043034164924
860879,Oxford Instruments,2027,0.001142721361067453,-0.060551792,0.09806043034164924
864090,Scanning voltage microscopy,2027,0.0004890116565696642,-0.042612907,0.09806043034164924
868108,Nanomaterials,2027,0.006643025526829912,0.0247639,0.09806043034164924
869886,Nanosys,2027,0.0005615421355781965,0.18025395,0.09806043034164924
875676,Colossal magnetoresistance,2027,0.0006454008347859986,-0.0070531126,0.09806043034164924
896330,Chasm City,2027,0.0011216356224602834,-0.04125157,0.09806043034164924
900733,Plasma oscillation,2027,0.0003878867336871073,0.0142921265,0.09806043034164924
905278,Nanotechnology education,2027,0.0007492959885488323,-0.013694519,0.09806043034164924
908385,Nanoelectromechanical systems,2027,0.004567854220254713,-0.00867346,0.09806043034164924
911833,Graphene,2027,0.00689717292216883,0.05042917,0.09806043034164924
917126,Smart glass,2027,0.0005170037392278161,-0.043133568,0.09806043034164924
922920,Hostile Waters: Antaeus Rising,2027,0.0001733182965668653,-0.008617124,0.09806043034164924
948337,The Manchurian Candidate (2004 film),2027,0.00017420174586198553,-0.003563754,0.09806043034164924
961961,Gene gun,2027,0.00022971110709365007,0.023800459,0.09806043034164924
962171,Stern–Gerlach experiment,2027,0.0007092306011489555,-0.006924625,0.09806043034164924
977983,Charge qubit,2027,0.00037333417661261235,-0.009506875,0.09806043034164924
1002128,Giant magnetoresistance,2027,0.0026835014525063415,-0.023619955,0.09806043034164924
1006597,Nanorobotics,2027,0.0043255372515845925,0.009045008,0.09806043034164924
1014591,Eden (Lem novel),2027,0.000697606136743408,-0.0165379,0.09806043034164924
1020643,Hydrophobic effect,2027,0.0005291970476446495,-0.06942038,0.09806043034164924
1032221,National Nanotechnology Initiative,2027,0.0044876601400889015,0.009538913,0.09806043034164924
1033036,Thin film,2027,0.00431548927938373,0.05549763,0.09806043034164924
1041078,Lab-on-a-chip,2027,0.002049704876716401,0.0030615404,0.09806043034164924
1048518,Supramolecular chemistry,2027,0.002762527021043217,0.059958354,0.09806043034164924
1063647,90 nm process,2027,0.0009345211449072636,0.03460144,0.09806043034164924
1075926,Crown ether,2027,0.001099129356414582,-0.08530931,0.09806043034164924
1093768,Electron-beam lithography,2027,0.0026560420961546593,0.022464616,0.09806043034164924
1104369,Organic semiconductor,2027,0.0013532086250321483,-0.004556235,0.09806043034164924
1111018,Pulickel Ajayan,2027,0.0006142096518998127,-0.042526845,0.09806043034164924
1162543,Quantum efficiency,2027,0.000637140369290666,-0.015060565,0.09806043034164924
1169436,Charge-transfer complex,2027,0.0008091548653328738,-0.0018056161,0.09806043034164924
1178368,MacDiarmid Institute for Advanced Materials and Nanotechnology,2027,0.001465105813121556,-0.07967655,0.09806043034164924
1183272,Alan J. Heeger,2027,0.0004602270082080472,0.06928293,0.09806043034164924
1183515,Scratch drive actuator,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
1194789,Flexible organic light-emitting diode,2027,0.0019627545903384623,-0.12711427,0.09806043034164924
1208416,Plating,2027,0.0006039650765898214,0.020168092,0.09806043034164924
1216282,Ballistic deflection transistor,2027,0.00032634233638040137,0.008900565,0.09806043034164924
1224983,Polycatenane,2027,0.0005488359152176915,0.030432962,0.09806043034164924
1225171,Catenane,2027,0.0009398154639049149,0.012467718,0.09806043034164924
1225188,Topoisomer,2027,0.00045152764274757886,0.017457278,0.09806043034164924
1229889,Mildred Dresselhaus,2027,0.00047252345373558933,0.04119973,0.09806043034164924
1234517,Nanoparticle,2027,0.005289814598145172,-0.010643254,0.09806043034164924
1249227,Surface micromachining,2027,0.0013514761914767718,0.033175033,0.09806043034164924
1249261,Bulk micromachining,2027,0.0009581992953610022,0.036741957,0.09806043034164924
1255740,Clathrate compound,2027,0.0018653496344914003,-0.14695227,0.09806043034164924
1327379,Quantum wire,2027,0.0011329821495407583,0.03996299,0.09806043034164924
1335984,Dendrimer,2027,0.0011146272104116087,-0.029755492,0.09806043034164924
1349223,J. Storrs Hall,2027,0.000398237619360319,0.074589245,0.09806043034164924
1352090,Electrospinning,2027,0.002525978591466434,-0.045237895,0.09806043034164924
1381368,Superlattice,2027,0.0007877414564190128,-0.018627955,0.09806043034164924
1387414,Mark Welland,2027,0.0003823539525938541,0.034430444,0.09806043034164924
1390297,Nanomotor,2027,0.0007295065153431133,-0.03150859,0.09806043034164924
1408225,James Gimzewski,2027,0.0006120477119314194,0.04327549,0.09806043034164924
1440307,Dielectrophoresis,2027,0.0009124824667463556,-0.011752118,0.09806043034164924
1449930,Eden: It's an Endless World!,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
1498080,Picotechnology,2027,0.00017931225817948565,-0.004557978,0.09806043034164924
1498102,Femtotechnology,2027,0.0002221447075011332,0.017046236,0.09806043034164924
1511304,Wetting layer,2027,0.00043326073688904163,0.035828818,0.09806043034164924
1517769,Dichroic filter,2027,0.0002226445194718388,0.2735296,0.09806043034164924
1519181,Polaritonics,2027,0.00017499194327588204,0.0009561861,0.09806043034164924
1525765,Cluster (physics),2027,0.0008000260853097365,0.0062321946,0.09806043034164924
1528889,"6,6'-Dibromoindigo",2027,0.00032092656894403264,-0.007842549,0.09806043034164924
1534314,Spin transistor,2027,0.00035147702074004434,0.017793987,0.09806043034164924
1543682,DC One Million,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
1545858,Nanoruler,2027,0.0003838032836836585,-0.027993038,0.09806043034164924
1548303,Quinacridone,2027,0.0001745718565243283,-0.0014467058,0.09806043034164924
1557358,Molecular knot,2027,0.0021185074275187686,0.072281376,0.09806043034164924
1557401,Supermolecule,2027,0.00024899330290085124,-0.0006051049,0.09806043034164924
1572944,"1,4-Dioxane",2027,0.0010595792109015481,-0.0623539,0.09806043034164924
1575603,Metal Gear Solid 4: Guns of the Patriots,2027,0.0001708267030015899,-0.022869078,0.09806043034164924
1592806,Ion beam,2027,0.00023381446050507504,0.042088717,0.09806043034164924
1592850,Ion beam deposition,2027,0.0006219211880691696,-0.010714017,0.09806043034164924
1592956,Millipede memory,2027,0.0013084830901284336,0.020533215,0.09806043034164924
1601998,Organic field-effect transistor,2027,0.0012861402783247915,0.04340686,0.09806043034164924
1659679,Protein microarray,2027,0.0003269574428740892,0.010802194,0.09806043034164924
1667554,Magnetic semiconductor,2027,0.000771911298441144,-0.054917708,0.09806043034164924
1686404,Integrated nanoliter system,2027,0.0001797379419696896,0.028103393,0.09806043034164924
1686926,Why the Future Doesn't Need Us,2027,0.0001733752334624968,-0.008291426,0.09806043034164924
1689314,Soft lithography,2027,0.0019488401709334435,-0.0019407594,0.09806043034164924
1697773,Intercalation (chemistry),2027,0.0027416462966713983,0.006160174,0.09806043034164924
1697945,Host–guest chemistry,2027,0.001655386851576992,-0.09998685,0.09806043034164924
1701055,Sol–gel process,2027,0.0003970411120372678,0.11298765,0.09806043034164924
1711298,Center for Functional Nanomaterials,2027,0.0001730755123920265,-0.01000581,0.09806043034164924
1730328,Superconducting quantum computing,2027,0.0005219475203192308,0.04022229,0.09806043034164924
1752305,Infinite Crisis,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
1753270,Self-assembled monolayer,2027,0.0010100945142252481,-0.012648609,0.09806043034164924
1762926,Molecular machine,2027,0.002547594536101272,-0.049068514,0.09806043034164924
1791478,James Tour,2027,0.0007420594089767728,-0.069957696,0.09806043034164924
1802096,Wake Shield Facility,2027,0.0004463475715995989,0.058811277,0.09806043034164924
1806592,Paul Weiss (nanoscientist),2027,0.0001737027977586493,-0.006417747,0.09806043034164924
1819403,65 nm process,2027,0.0005359001385312113,0.025090344,0.09806043034164924
1821411,Diamond-like carbon,2027,0.0008316059580631606,0.07522091,0.09806043034164924
1832781,Superhelix,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
1835541,Ion-beam–assisted deposition,2027,0.000179371811888264,0.026009029,0.09806043034164924
1846258,Cucurbituril,2027,0.0004352816687770198,-0.10797074,0.09806043034164924
1846298,Supramolecular assembly,2027,0.0004681815734626841,0.06637898,0.09806043034164924
1866458,Dark Sector,2027,0.00038236413815937354,-0.02129674,0.09806043034164924
1871162,Spin–orbit interaction,2027,0.0014864255872788022,0.007637997,0.09806043034164924
1903362,Maskless lithography,2027,0.0019515666070127051,0.040853705,0.09806043034164924
1904052,Cryptand,2027,0.0002925003416886823,-0.033655044,0.09806043034164924
1932063,Dye-sensitized solar cell,2027,0.0012452269823889567,-0.020432934,0.09806043034164924
1937828,Nanostructure,2027,0.0020577314647079016,-0.014853628,0.09806043034164924
1938226,Molecular imprinting,2027,0.0004046166780677639,0.021180684,0.09806043034164924
1949793,Surface forces apparatus,2027,0.0002529194689347692,0.012233609,0.09806043034164924
1959732,Scanning tunneling spectroscopy,2027,0.0005964790343182479,-0.029738223,0.09806043034164924
1963048,Bloom (novel),2027,0.00037665572907031523,-0.03590805,0.09806043034164924
1991073,Surface plasmon resonance,2027,0.001291294394525265,3.6385652e-05,0.09806043034164924
2028282,Hellmann–Feynman theorem,2027,0.0012305816868062645,-0.008463654,0.09806043034164924
2036687,Hydrogen-terminated silicon surface,2027,0.0001770936691593935,0.01297803,0.09806043034164924
2076540,Electrochemical scanning tunneling microscope,2027,0.000859339616944373,-0.060800306,0.09806043034164924
2086384,Paul Alivisatos,2027,0.0009483254762561932,0.014621622,0.09806043034164924
2092835,Comb drive,2027,0.00018424346781926117,-0.01585298,0.09806043034164924
2104510,Nanolithography,2027,0.0020078910357992632,0.017578391,0.09806043034164924
2133700,Coulomb blockade,2027,0.0011794522522762321,-0.0026629644,0.09806043034164924
2154371,Extreme ultraviolet lithography,2027,0.0032812102104519012,0.041416038,0.09806043034164924
2154436,Next-generation lithography,2027,0.00030004096125678186,-0.012909223,0.09806043034164924
2154537,NanoInk,2027,0.00017281174159423715,-0.011514622,0.09806043034164924
2154572,Nanobiotechnology,2027,0.0025757638834127015,0.01811735,0.09806043034164924
2164351,Phaedon Avouris,2027,0.0002814162405207178,-0.013489459,0.09806043034164924
2164976,Dip-pen nanolithography,2027,0.0007927807114821204,0.04765591,0.09806043034164924
2174453,Lotus effect,2027,0.0013859271029772798,-0.017686851,0.09806043034164924
2200954,Magnetic force microscope,2027,0.00025426379695509633,0.020549295,0.09806043034164924
2207911,Kelvin probe force microscope,2027,0.0006761071486939194,-0.016486403,0.09806043034164924
2225423,AMOLF,2027,0.0007922534029845909,0.06952638,0.09806043034164924
2227503,Langmuir–Blodgett film,2027,0.0031595524067104547,0.01828041,0.09806043034164924
2237309,Cohesion (chemistry),2027,0.0012363775086394438,-0.014384606,0.09806043034164924
2251815,Chris Phoenix (nanotechnologist),2027,0.00023267911323895477,-0.0280607,0.09806043034164924
2257165,Markus J. Buehler,2027,0.0013330984395790533,-0.036635026,0.09806043034164924
2283222,Endohedral fullerene,2027,0.00026104229335984093,0.04775647,0.09806043034164924
2284519,Stepper,2027,0.0011842181118074601,-0.067141026,0.09806043034164924
2317496,Calvin Quate,2027,0.0005237798058469708,0.008743191,0.09806043034164924
2331095,Molecular memory,2027,0.0002374145653065208,-0.017808964,0.09806043034164924
2349940,Cyclooctatetraene,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2401526,Molecular Borromean ring,2027,0.0001902181029394311,0.088050015,0.09806043034164924
2408819,Supramolecular electronics,2027,0.00031853766359669797,-0.00819166,0.09806043034164924
2436311,Spin coating,2027,0.0012017684718772755,0.014666204,0.09806043034164924
2458009,Kavli Institute of Nanoscience,2027,0.00021748224550869032,0.014953924,0.09806043034164924
2459057,Spin polarization,2027,0.0005110119081126112,-0.020620435,0.09806043034164924
2468107,PEDOT:PSS,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2485027,Non-covalent interaction,2027,0.0002753538287410924,0.018402752,0.09806043034164924
2536597,Nanotribology,2027,0.00024568137207926636,0.024333997,0.09806043034164924
2540808,Fereydoon Family,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2547900,Synthetic setae,2027,0.0010910704771532147,-0.02638741,0.09806043034164924
2554508,Tinplate,2027,0.00017741697152466875,0.014827425,0.09806043034164924
2554990,Perylene,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2567355,Minatec,2027,0.00046359485329020424,0.007407787,0.09806043034164924
2574259,Aggregated diamond nanorod,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2594101,Langmuir (unit),2027,0.0002761127211269884,-0.009644372,0.09806043034164924
2623096,Spin valve,2027,0.0012999698486019036,-0.03837403,0.09806043034164924
2635128,Molecular tweezers,2027,0.0013908426441545437,-0.10198183,0.09806043034164924
2635392,Cavitand,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2642301,Dianin's compound,2027,0.0009792042053688313,-0.11672726,0.09806043034164924
2655717,Heusler compound,2027,0.00018918404737742036,0.0044954563,0.09806043034164924
2669179,Nanoimprint lithography,2027,0.0004489376142762606,0.22062457,0.09806043034164924
2682492,Commonwealth Saga,2027,0.0016554575996055333,0.018779973,0.09806043034164924
2739699,Metal rubber,2027,0.0001734146120365436,-0.008066204,0.09806043034164924
2740204,Nanoelectrochemistry,2027,0.00017025260319779713,-0.026152896,0.09806043034164924
2741241,Phosphorescent organic light-emitting diode,2027,0.003721858636307246,-0.083312,0.09806043034164924
2765047,Molecular motor,2027,0.0007488798857889868,-0.027958423,0.09806043034164924
2801321,Dynamic covalent chemistry,2027,0.0005692120657108128,0.06881132,0.09806043034164924
2839471,Myosin-7,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2840034,Nanopin film,2027,0.0002806170030281555,-0.017951388,0.09806043034164924
2850373,Quantum flux parametron,2027,0.0008686657399894785,-0.040903512,0.09806043034164924
2869732,American National Standards Institute Nanotechnology Panel,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
2875651,ASML,2027,0.00017405258870165067,-0.0044169724,0.09806043034164924
2877265,Stuart Parkin,2027,0.0008529547785210164,0.0039736335,0.09806043034164924
2913762,Foldamer,2027,0.00037615923764279296,0.005049943,0.09806043034164924
2916615,Force field (chemistry),2027,0.002118228300236957,-0.049147397,0.09806043034164924
2925575,Metalorganic vapour-phase epitaxy,2027,0.000328591415897536,0.015853634,0.09806043034164924
2945076,Phase-shift mask,2027,0.001591626922994049,-0.027655069,0.09806043034164924
2960512,Tinning,2027,0.0001780195189355395,0.018273987,0.09806043034164924
2978332,Cathodic arc deposition,2027,0.0009970058394488742,0.049626242,0.09806043034164924
2980233,Focused ion beam,2027,0.002230416140882567,-0.027359879,0.09806043034164924
3017886,Motor protein,2027,0.0011288342112820088,0.006515993,0.09806043034164924
3025147,Harald Fuchs,2027,0.00017196841071935508,-0.016338496,0.09806043034164924
3037149,Nanocar,2027,0.0015831151538220757,-0.04821119,0.09806043034164924
3047172,Reshef Tenne,2027,0.0003220074782488883,-0.0045008752,0.09806043034164924
3051710,Nano-thermite,2027,0.0007377697303375327,-0.02886663,0.09806043034164924
3090068,Pentacene,2027,0.00020718467854115787,-0.022641962,0.09806043034164924
3090294,Rubrene,2027,0.00017420174586198553,-0.003563754,0.09806043034164924
3090377,"9,10-Diphenylanthracene",2027,0.000369953339762724,0.03017208,0.09806043034164924
3090561,Tetracene,2027,0.0004095850947520746,0.044270627,0.09806043034164924
3117149,Biomega (manga),2027,0.00017437317135064482,-0.0025832122,0.09806043034164924
3129901,Stacking (chemistry),2027,0.0021628263820239945,-0.041273836,0.09806043034164924
3147940,Quantum heterostructure,2027,0.0002790799663151952,-0.023330413,0.09806043034164924
3165257,Nanotechnology in fiction,2027,0.0021594464543836824,-0.0388577,0.09806043034164924
3169559,Ultrahydrophobicity,2027,0.0011250350305317851,-0.017843854,0.09806043034164924
3173552,18-Crown-6,2027,0.00028533818165812365,-0.057316937,0.09806043034164924
3183229,Ion plating,2027,0.0006747882802306075,0.030873798,0.09806043034164924
3183280,Miguel José Yacamán,2027,0.0003360461694868656,-0.04019511,0.09806043034164924
3200021,Synthetic molecular motor,2027,0.0014821644526805656,-0.04119198,0.09806043034164924
