page_id,title,links,categories,date,revision_id
627206,Transhuman Space,"AIDS,Application software,Broadcasting,Caliphate,Caribbean,China,David L. Pulver,David Pulver,Disk storage,Earth,Eclipse Phase (role-playing game),Emulator,European Union,GURPS,GURPS Basic Set,GURPS Lite,Genealogies of Genesis,Hard science fiction,Helium-3,Information Age,Infosocialism,Islam,Lagrangian point,List of GURPS books,Mars Direct,Medicine,Mongoose Publishing,Moon,Nuclear fusion,Organism,Orion's Arm,Pacific Rim,People's Republic of China,Pyramid (magazine),RPGnet,Same-sex marriage,Saturn,Science fiction,Solar System,South Africa,Steve Jackson Games,artificial intelligence,asteroid,bioroid,cancer,crime,cyberspace,cyborg,dystopia,ecosystem,embryos,exponential growth,fusion power,generation gap,genetic engineering,human condition,human genetic engineering,infomorph,information technology,inner planet,lifeform,mind transfer,nanotechnology,nuclear physics,ozone layer,personal identity,postcyberpunk,posthuman,robot,role-playing game,sapience,simulation,space,space colonization,telepresence,transhumanism,tyrant,utopia","['Category:All articles needing additional references', 'Category:All articles with topics of unclear notability', 'Category:Articles needing additional references from September 2025', 'Category:Articles with multiple maintenance issues', 'Category:Articles with short description', 'Category:Articles with topics of unclear notability from September 2025', 'Category:Biopunk', 'Category:Fiction about artificial intelligence', 'Category:Fiction about augmented reality', 'Category:Fiction about biorobotics', 'Category:Fiction about brain–computer interface', 'Category:Fiction about consciousness transfer', 'Category:Fiction about cyborgs', 'Category:Fiction about genetic engineering', 'Category:Fiction about nanotechnology', 'Category:Fiction about prosthetics', 'Category:Fiction about robots', 'Category:Fiction about the Solar System', 'Category:Fiction about transhumanism', 'Category:Fiction about virtual reality', 'Category:GURPS 3rd edition', 'Category:GURPS 4th edition', 'Category:GURPS books', 'Category:Nanopunk', 'Category:Postcyberpunk', 'Category:Products articles with topics of unclear notability', 'Category:Role-playing game supplements introduced in 2002', 'Category:Science fiction role-playing games', 'Category:Short description is different from Wikidata', 'Category:Steve Jackson Games games']",2020-12-08T18:15:16Z,993082536
6324034,Uglies,"20th Century Fox,Adolescence,Del Rey Manga,Devin K. Grayson,Eragon (film),Extras (novel),Joey King,John Davis (producer),McG,Netflix,Number 12 Looks Just Like You,Pretties,Scott Westerfeld,Specials (novel),Steven Cummings,Tally Youngblood,Ted Chiang,The Kissing Booth,The Twilight Zone (1959 TV series),Uglies series,cosmetic surgery,dystopia,future,post scarcity,the Internet Movie Database,the Uglies series","['Category:2005 American novels', 'Category:2005 English-language novels', 'Category:2005 science fiction novels', 'Category:All articles with dead external links', 'Category:American novels adapted into films', 'Category:American post-apocalyptic novels', 'Category:American science fiction novels', 'Category:Articles with dead external links from April 2019', 'Category:Articles with dead external links from July 2018', 'Category:Articles with permanently dead external links', 'Category:Articles with short description', 'Category:Body image in popular culture', 'Category:Books about petroleum', 'Category:CS1 maint: deprecated archival service', ""Category:Children's science fiction novels"", 'Category:Dystopian novels', 'Category:Fiction about nanotechnology', 'Category:Novels by Scott Westerfeld', 'Category:Novels set in the 24th century', 'Category:Science fiction novels adapted into films', 'Category:Short description matches Wikidata', 'Category:Use mdy dates from March 2025', 'Category:Webarchive template wayback links']",2020-11-29T05:24:25Z,991271902
598460,Vampire Hunter D,"Asahi Shimbun,Asahi Sonorama,Ayami Kojima,Brandon M. Easton,Cable television,Capcom,Castlevania,Christopher Shy,Comic book,Computer animation,Count Dracula,Cybernetics,DH Press,Devils Due Publishing,Digital Frontier,Digital Manga Publishing,F. Wesley Schneider,Haikasoru,Hideyuki Kikuchi,Horror novel,Jack Fletcher,Jimmy Palmiotti,Kickstarter,Lovecraftian horror,Mina Harker,Mysterious Journey to the North Sea,Nuclear holocaust,Paperback,Pathfinder Roleplaying Game,PlayStation,Psychometry (paranormal),Radio drama,Raiser of Gales,Resident Evil,Serial (radio and television),The Internet Movie Database,Tim Seeley,Vampire Hunter D (novel),Vampire Hunter D (video game),Vampire film,Video on demand,Viz Media,Yoshiaki Kawajiri,Yoshitaka Amano,anime,comic book,crowdfunding,dhampir,folklore,longsword,manga,nodachi,nuclear war,occult,pendant,pulp magazine,scimitar,seiyū,survival horror,symbiosis,television pilot,vampire,vampire hunter,video game","['Category:All articles with unsourced statements', 'Category:Anime productions suspended due to the COVID-19 pandemic', 'Category:Apocalyptic novels', 'Category:Articles containing Japanese-language text', 'Category:Articles with short description', 'Category:Articles with unsourced statements from January 2018', 'Category:Articles with unsourced statements from October 2025', 'Category:Biopunk novels', 'Category:Book series introduced in 1983', 'Category:Comic books suspended due to the COVID-19 pandemic', 'Category:Cyborgs in literature', 'Category:Dark fantasy novels', 'Category:Dying Earth (genre)', 'Category:Dystopian novels', 'Category:Fantasy novel series', 'Category:Fantasy novels adapted into films', 'Category:Fiction about immortality', 'Category:Fiction about nanotechnology', 'Category:Fiction about the Solar System', 'Category:Fiction about transhumanism', 'Category:Fiction about wormholes', 'Category:Fictional half-vampires', 'Category:Fictional vampire hunters', 'Category:Gothic novels adapted into films', 'Category:Horror novel series', 'Category:Horror novels adapted into films', 'Category:Japanese fantasy novels', 'Category:Japanese horror novels', 'Category:Japanese novels adapted into comics', 'Category:Japanese novels adapted into films', 'Category:Japanese science fiction novels', 'Category:Japanese serial novels', 'Category:Lovecraftian horror novels', 'Category:Mutants in fiction', 'Category:Novels about artificial intelligence', 'Category:Novels about demons', 'Category:Novels about genetic engineering', 'Category:Novels about magic (supernatural)', 'Category:Novels about robots', 'Category:Novels about vampires', 'Category:Novels adapted into video games', 'Category:Novels set in the future', 'Category:Post-apocalyptic novels', 'Category:Retrofuturism', 'Category:Science fantasy novels', 'Category:Science fiction horror novels', 'Category:Science fiction novel series', 'Category:Science fiction novels adapted into films', 'Category:Short description is different from Wikidata', 'Category:Vampire Hunter D', 'Category:Webarchive template wayback links', 'Category:Works about bounty hunters']",2020-12-24T18:25:32Z,996129464
37649990,Vast (novel),"Alastair Reynolds,Bantam Spectra,English language,House of Suns,John Clute,Larry Niven,Linda Nagata,Olaf Stapledon,Paperback,Redemption Ark,SF Site,Science fiction,The Encyclopedia of Science Fiction,United States,nanotechnology,science fiction","['Category:1990s fantasy novel stubs', 'Category:1990s horror novel stubs', 'Category:1990s science fiction novel stubs', 'Category:1998 American novels', 'Category:1998 English-language novels', 'Category:1998 science fiction novels', 'Category:All stub articles', 'Category:Articles with short description', 'Category:Bantam Books books', 'Category:Bantam Spectra books', 'Category:Biological weapons in popular culture', 'Category:Fiction about memory', 'Category:Fiction about nanotechnology', 'Category:Novels about ghosts', 'Category:Short description matches Wikidata', 'Category:Use mdy dates from March 2025']",2018-03-26T00:10:22Z,832432491
3610212,Void Trilogy,"Commonwealth Saga,Peter F. Hamilton,Random House,The Dreaming Void,The Evolutionary Void,The Temporal Void,science fiction","['Category:All Wikipedia articles written in British English', 'Category:All articles to be expanded', 'Category:Articles to be expanded from September 2025', 'Category:Articles with short description', 'Category:Fiction about artificial intelligence', 'Category:Fiction about consciousness transfer', 'Category:Fiction about immortality', 'Category:Fiction about nanotechnology', 'Category:Fiction about transhumanism', 'Category:Fiction about wormholes', 'Category:Science fiction book series', 'Category:Short description is different from Wikidata', 'Category:Space opera novels', 'Category:Use British English from September 2013', 'Category:Use dmy dates from January 2024']",2019-11-23T20:36:35Z,927639520
38333096,Warframe,"2018 Webby Awards,2019 Webby Awards,30 Under 30,Action role-playing,Alchemy,Alphabet Inc.,American Civil War,BioShock,BioShock 2,CBS Interactive,CNN,Call of Duty,Canadians,Computer-generated imagery,Coronavirus disease 2019,CraveOnline,Dan Trachtenberg,Dark Sector,Deimos (moon),Destiny (video game),Destructoid,Digic Pictures,Digital Extremes,Dune (franchise),Edge (magazine),Enterbrain,Epic Games,Eurogamer,Experience point,Fall Guys,Famitsu,Forbes,Frank Herbert,Future plc,Game Developers Conference,Game Informer,Game Revolution,GameSpot,GameStop,GameTrailers,Gamer Network,Gamers' Choice Awards,GamesRadar+,Gawker Media,Giant Bomb,Golden Joystick Awards,Grinding (gaming),Homefront (video game),IGN,Jean Giraud,Kickstarter,Kotaku,Leyou,London, Ontario,MCV (magazine),Mars,Mecha,Melee (game),Metacritic,Metal Gear Solid,Microsoft,Microsoft Windows,Monster Hunter,Multiplayer video game,Nintendo Switch,Noclip,Official Xbox Magazine,PC Gamer,PCGamesN,Panic Button (company),PlayStation 3,PlayStation 4,PlayStation 5,PlayStation Official Magazine – UK,Polygon (website),Postmedia Network,Procedural generation,Rebecca Ford,Resident Evil,Review aggregator,Rock, Paper, Shotgun,Role-playing game,Single-player video game,Star Trek (2013 video game),Star Trek Into Darkness,Steam (service),Super Smash Bros. Ultimate,The Daily Telegraph,The Dark Crystal,The Darkness 2,The Game Awards 2017,The London Free Press,The Verge,TotalBiscuit,Twitch (service),Unreal Engine,Unreal Tournament,Unreal Tournament 2003,Unreal Tournament 2004,Viacom (2005–present),Video game live streaming,Vox Media,WarnerMedia,Webby Award,World War II,Xbox 360,Xbox One,Xbox Series X and Series S,Xbox Series X/S,YouTube,Ziff Davis,action role-playing game,cross-platform play,eponym,free-to-play,hoverboard,loot box,massively multiplayer online game,mega-corporation,microtransaction,microtransactions,motion capture,online game,open world,parkour,pay to win,player versus environment,player versus player,procedural generation,role-playing video games,seventh generation of video game consoles,shooter game,skill tree,solar system,stealth game,third-person shooter,transhuman,work for hire","['Category:2013 video games', 'Category:Action role-playing video games', 'Category:Alternate history video games', 'Category:Articles using Infobox video game using locally defined parameters', 'Category:Articles using Video game reviews template in multiple platform mode', 'Category:Articles using Wikidata infoboxes with locally defined images', 'Category:Articles with short description', 'Category:CS1: unfit URL', 'Category:CS1 Japanese-language sources (ja)', 'Category:Cooperative video games', 'Category:Digital Extremes games', 'Category:Fiction about artificial intelligence', 'Category:Fiction about assassinations', 'Category:Fiction about consciousness transfer', 'Category:Fiction about corporate warfare', 'Category:Fiction about cyborgs', 'Category:Fiction about discrimination', 'Category:Fiction about invasions', 'Category:Fiction about nanotechnology', 'Category:Fiction about outer space', 'Category:Fiction about psychic powers', 'Category:Fiction about rebellions', 'Category:Fiction about robots', 'Category:Fiction about transhumanism', 'Category:Fiction set on Phobos (moon)', 'Category:Free-to-play video games', 'Category:Looter shooters', 'Category:Massively multiplayer online role-playing games', 'Category:Multiplayer and single-player video games', 'Category:Multiplayer online games', 'Category:Nintendo Switch 2 games', 'Category:Nintendo Switch games', 'Category:Official website different in Wikidata and Wikipedia', 'Category:Panic Button (company) games', 'Category:PlayStation 4 Pro enhanced games', 'Category:PlayStation 4 games', 'Category:PlayStation 5 Pro enhanced games', 'Category:PlayStation 5 games', 'Category:Propaganda in fiction', 'Category:Science fantasy video games', 'Category:Short description is different from Wikidata', 'Category:Space opera video games', 'Category:Third-person shooters', 'Category:Use mdy dates from March 2025', 'Category:Video games about ninja', 'Category:Video games about robots', 'Category:Video games about spirit possession', 'Category:Video games about the military', 'Category:Video games about viral outbreaks', 'Category:Video games adapted into comics', 'Category:Video games based on mythology', 'Category:Video games developed in Canada', 'Category:Video games set in outer space', 'Category:Video games set in the future', 'Category:Video games set on fictional planets', 'Category:Video games using PhysX', 'Category:Video games with Steam Workshop support', 'Category:Video games with customizable avatars', 'Category:Windows games', 'Category:Works about child soldiers', 'Category:Works based on Investiture of the Gods', 'Category:Xbox One games', 'Category:Xbox Series X and Series S games']",2020-12-30T04:38:53Z,997138080
301618,The Way (novel series),"1985 in literature,3 Juno,Ballistic Publishing,Eon (novel),Eternity (novel),Far Horizons,First Law of Thermodynamics,Greg Bear,Jart (fiction),Lamarckism,Nuclear warfare,Olmy ap Sennon,Schwarzschild metric,asteroid,asymptotic,fictional universe,genetic engineering,heptagon,inertia damper,novel,nuclear weapon,prequel,quantum entanglement,science fiction,speed of light,terraforming","['Category:All articles needing additional references', 'Category:All articles that are excessively detailed', 'Category:All articles that may contain original research', 'Category:All articles to be expanded', 'Category:All articles with style issues', 'Category:Articles needing additional references from June 2018', 'Category:Articles that may contain original research from May 2014', 'Category:Articles to be expanded from May 2008', 'Category:Articles with multiple maintenance issues', 'Category:Articles with short description', 'Category:Fiction about artificial intelligence', 'Category:Fiction about consciousness transfer', 'Category:Fiction about genetic engineering', 'Category:Fiction about immortality', 'Category:Fiction about nanotechnology', 'Category:Fiction about transhumanism', 'Category:Fictional universes', 'Category:Science fiction novel series', 'Category:Science fiction novel trilogies', 'Category:Short description is different from Wikidata', 'Category:Wikipedia articles that are excessively detailed from May 2014', 'Category:Wikipedia articles with style issues from May 2014', 'Category:Works by Greg Bear']",2020-07-07T18:10:03Z,966545469
7851378,The Wellstone,"Bantam Spectra,Hacking Matter (book),IEEE,Immortality,Nanotechnology,Teleportation,The Collapsium,The Queendom of Sol,Wil McCarthy,exotic matter,fax machine,hard science fiction,monarchy,programmable matter,superluminal communication","['Category:2003 American novels', 'Category:2003 English-language novels', 'Category:2003 science fiction novels', 'Category:American science fiction novels', 'Category:Bantam Spectra books', 'Category:Faster-than-light communication', 'Category:Fiction about nanotechnology', 'Category:Fiction about teleportation', 'Category:Hard science fiction', 'Category:Novels by Wil McCarthy', 'Category:Redirects connected to a Wikidata item', 'Category:Redirects from merges', 'Category:Redirects to sections']",2020-02-28T18:07:08Z,943077617
34168,Xenogears,"Active Time Battle,Allgame,Amazon.com,Bee Train,Cannibalism,Carl Jung,Celtic music,Chrono Trigger,Creid,DigiCube,Dissociative identity disorder,Edge (magazine),Eimear Quinn,Electronic Gaming Monthly,Enterbrain,Esotericism,Famitsu,Final Fantasy,Final Fantasy Brave Exvius,Final Fantasy VII,Final Fantasy gameplay,Friedrich Nietzsche,Future Publishing,Future US,Game Informer,Game Revolution,GameFAQs,GameRankings,GameSpot,Games Domain,Goidelic languages,Hiromichi Tanaka,Hironobu Sakaguchi,IGN,Japanese language,Joanne Hogg,Jungian psychology,Koichi Mashimo,Kotaku,Kunihiko Tanaka,List of Game of the Year awards,List of Sony Greatest Hits games,Masato Kato,Mecha,Metacritic,Monolith Soft,Movic,Multiplayer video game,Music of Ireland,Namco,New York Daily News,Next Generation (magazine),Next Generation Magazine,Official U.S. PlayStation Magazine,Old Testament,PlayStation (console),PlayStation Network,Production I.G,Qi,Richard Honeywood,Role-playing video game,Secret of Mana,Shueisha,Sigmund Freud,Single-player,Sony,Soraya Saga,Square (video game company),Square Enix,Squaresoft,Star Blazers,Star Wars,Super Nintendo Entertainment System,Tetsuya Takahashi,Tokyo,Tomoyuki Takechi,World of Final Fantasy,Xeno (series),Xenoblade Chronicles,Xenogears Original Soundtrack,Xenosaga,Yahweh,Yasunori Mitsuda,Yasuyuki Honne,Ziff Davis,action point (video gaming),anime,antagonist,anterograde amnesia,choir,computer-generated imagery,cult following,cut scene,cutscene,demi-human,health (game mechanic),magic point,mecha,nanomachine,nanomachines,popular music,random encounter,retrograde amnesia,role-playing video game,science fiction,self-aware,spiritual successor,traditional music,turn-based,video game console","['Category:1998 video games', 'Category:Articles containing Japanese-language text', 'Category:Articles using Infobox video game using locally defined parameters', 'Category:Articles using Video game reviews template in single platform mode', 'Category:Articles using Wikidata infoboxes with locally defined images', 'Category:Articles with short description', 'Category:CS1 Japanese-language sources (ja)', 'Category:CS1 uses Japanese-language script (ja)', 'Category:Dystopian video games', 'Category:Existentialist video games', 'Category:Fiction about consciousness transfer', 'Category:Fiction about nanotechnology', 'Category:Fiction about post-traumatic stress disorder', 'Category:Fiction about reincarnation', 'Category:Gnosticism in popular culture', 'Category:Good articles', 'Category:Japanese role-playing video games', 'Category:Martial arts video games', 'Category:Multiplayer and single-player video games', 'Category:PlayStation (console) games', 'Category:PlayStation Network games', 'Category:Production I.G', 'Category:Religion in science fiction', 'Category:Science fiction video games', 'Category:Short description matches Wikidata', 'Category:Turn-based role-playing video games', 'Category:Video games about cannibalism', 'Category:Video games about dissociative identity disorder', 'Category:Video games about impact events', 'Category:Video games about robots', 'Category:Video games developed in Japan', 'Category:Video games scored by Yasunori Mitsuda', 'Category:Webarchive template wayback links', 'Category:Xenogears']",2020-12-20T09:59:25Z,995307544
22679256,AlloSphere,"California,California NanoSystems Institute,JoAnn Kuchera-Morin,Santa Barbara, California,TED Talks,Technology,University of California, Santa Barbara,art,design,multimedia,sciences","['Category:Articles with short description', 'Category:Coordinates on Wikidata', 'Category:Nanotechnology institutions', 'Category:Official website different in Wikidata and Wikipedia', 'Category:Pages using gadget WikiMiniAtlas', 'Category:Short description is different from Wikidata', 'Category:University of California, Santa Barbara buildings and structures']",2020-05-01T03:56:08Z,954186259
2869732,American National Standards Institute Nanotechnology Panel,"American National Standards Institute,Quality standards,nanotechnology","['Category:All articles needing additional references', 'Category:Articles needing additional references from June 2025', 'Category:Nanotechnology institutions']",2020-05-01T03:56:42Z,954186339
2225423,AMOLF,"Ad Lagendijk,Albert Polman,Almelo,Amsterdam Science Park,Daan Frenkel,Huib Bakker,Marileen Dogterom,Netherlands Organisation for Scientific Research,Science Park,URENCO,ultracentrifuge","['Category:Articles with short description', 'Category:Coordinates on Wikidata', 'Category:Nanotechnology institutions', 'Category:Organisations based in Amsterdam', 'Category:Pages using gadget WikiMiniAtlas', 'Category:Physics research institutes', 'Category:Research institutes in the Netherlands', 'Category:Short description is different from Wikidata']",2020-12-10T22:51:47Z,993499131
47929654,British Society for Nanomedicine,"American Society for Nanomedicine,European Foundation for Clinical Nanomedicine,Herriot Watt University,John Wiley & Sons,Liverpool,Nanomedicine,Swansea University,UK,University of Liverpool,charitable organization,commercial development,healthcare,nanomedicine,science","['Category:2012 establishments in England', 'Category:All articles lacking reliable references', 'Category:All articles needing additional references', 'Category:All articles with topics of unclear notability', 'Category:Articles lacking reliable references from December 2018', 'Category:Articles needing additional references from September 2015', 'Category:Articles with multiple maintenance issues', 'Category:Articles with topics of unclear notability from December 2018', 'Category:Health charities in the United Kingdom', 'Category:Health in Liverpool', 'Category:Medical associations based in the United Kingdom', 'Category:Nanomedicine', 'Category:Nanotechnology institutions', 'Category:Organisations based in Liverpool', 'Category:Organization articles with topics of unclear notability', 'Category:Organizations established in 2012', 'Category:Transhumanist organizations', 'Category:University of Liverpool', 'Category:Use dmy dates from April 2022', 'Category:Webarchive template wayback links']",2020-11-11T13:52:40Z,988162109
18618196,California NanoSystems Institute,"Abraxis BioScience,AlloSphere,Applied Materials,BASF,California,California Institute for Quantitative Biosciences,California Institute for Telecommunications and Information Technology,California Institutes for Science and Innovation,Center for Information Technology Research in the Interest of Society,Chinese Academy of Sciences,Craig Hawker,Eva Deloa,Gray Davis,Heather Maynard,Hewlett-Packard,Holly Woo,Intel,Javier Read de Alaniz,KAIST,Keithley Instruments,Kyoto University,Kyushu University,Megan Valentine,Microsoft Research,NEC,Nanoscopic scale,National Center for Nanoscience and Technology,Postgraduate education,Scientists, Technologists and Artists Generating Exploration,Seoul National University,Solarmer Energy, Inc.,Stephen Wilson (materials scientist),Sun Microsystems,Tegal Corporation,U.S. Department of Energy,University of Bristol,University of California, Los Angeles,University of California, Santa Barbara,University of Tokyo,Yonsei University,Zhejiang University,atom,biomedicine,engineering,global warming,molecule,nanobiotechnology,nanotechnology,undergraduate,world","['Category:2000 establishments in California', 'Category:Articles with short description', 'Category:Commons category link from Wikidata', 'Category:Governor Gray Davis Institutes for Science and Innovation', 'Category:Nanotechnology institutions', 'Category:Short description is different from Wikidata', 'Category:University of California, Los Angeles', 'Category:University of California, Los Angeles research institutes', 'Category:University of California, Santa Barbara', 'Category:Webarchive template wayback links']",2020-07-05T11:34:48Z,966154346
51484732,Catalan Institute of Nanoscience and Nanotechnology,"Autonomous University of Barcelona,Barcelona,Catalan Institute of Nanotechnology,Catalonia,Electron Nanoscopy,Laura M. Lechuga,Spain,University of Barcelona,materials science,nanoscience,nanotechnology,spectroscopy","['Category:Articles with short description', 'Category:Autonomous University of Barcelona', 'Category:CS1 European Spanish-language sources (es-es)', 'Category:CS1 Spanish-language sources (es)', 'Category:International research institutes', 'Category:Nanotechnology institutions', 'Category:Research institutes in Catalonia', 'Category:Research institutes in Europe', 'Category:Science and technology in Spain', 'Category:Scientific organisations based in Spain', 'Category:Short description matches Wikidata']",2020-05-01T15:12:31Z,954270836
23823849,Catalan Institute of Nanotechnology,"Autonomous University of Barcelona,Carbon nanotube,Catalan Institute of Nanoscience and Nanotechnology (ICN2),Magnetism,atoms,biomaterials,macromolecules,molecules,nanoparticles,nanoscience,nanotechnology","['Category:Articles with short description', 'Category:Autonomous University of Barcelona', 'Category:CS1 Spanish-language sources (es)', 'Category:Nanotechnology institutions', 'Category:Short description matches Wikidata']",2020-07-18T01:16:42Z,968225362
29388754,CEA-Leti: Laboratoire d'électronique des technologies de l'information,"CMOS,Caltech,Centre national d'études des télécommunications,Commissariat à l'Énergie Atomique,France,François Mitterrand,Grenoble,IBM,MEMS,Minatec,Motorola,Movea,Nokia,OLED,STMicroelectronics,Soitec,Wireless,accelerometer,accelerometers,cleanroom,nanotechnology,silicon-on-insulator","['Category:Articles containing French-language text', 'Category:Articles with short description', 'Category:Carnot label', 'Category:Electrical engineering organizations', 'Category:French Alternative Energies and Atomic Energy Commission', 'Category:Microelectronic and microelectromechanical systems', 'Category:Nanotechnology institutions', 'Category:Science and technology in Grenoble', 'Category:Short description is different from Wikidata', 'Category:Webarchive template wayback links']",2020-11-14T02:25:39Z,988589699
4120631,CeNTech,"Germany,Max Planck Institute for Molecular Biomedicine,Münster,North Rhine-Westphalia,University of Münster,nanotechnology","['Category:2001 establishments in Germany', 'Category:All articles needing additional references', 'Category:All articles with topics of unclear notability', 'Category:All stub articles', 'Category:Articles needing additional references from April 2013', 'Category:Articles with multiple maintenance issues', 'Category:Articles with topics of unclear notability from April 2013', 'Category:Company articles with topics of unclear notability', 'Category:Coordinates on Wikidata', 'Category:Nanotechnology institutions', 'Category:North Rhine-Westphalia building and structure stubs', 'Category:Pages using gadget WikiMiniAtlas', 'Category:Research institutes established in 2001', 'Category:Research institutes in North Rhine-Westphalia', 'Category:University of Münster']",2020-03-30T00:25:54Z,948070472
59717330,Center for Chemistry at the Space-Time Limit,"Abbe diffraction limit,Albany State University,American Chemical Society,Chemist,Electric Fields,Electric charge,Electrostatics,George C. Schatz,HBCU,Image resolution,Infrared spectroscopy,Kumar Wickramasinghe,Lesson plan,Microelectromechanical systems,Molecular vibration,National Science Foundation,Next Generation Science Standards,Normal mode,Scientific American,Tip-enhanced Raman spectroscopy,University of California Office of the President,University of California, Irvine,Vartkess Ara Apkarian,carbon monoxide,microscopy,tip-enhanced Raman spectroscopy,video game","['Category:Chemistry organizations', 'Category:Nanoscale Science Research Centers', 'Category:Nanotechnology institutions', 'Category:National Science Foundation', 'Category:Pages using infobox mapframe with missing coordinates', 'Category:Research institutes in California', 'Category:University of California, Irvine buildings and structures']",2020-12-29T08:10:21Z,996943466
39552728,Center for High-rate Nanomanufacturing,"Ahmed Busnaina,Michigan State University,Museum of Science,National Science Foundation,Northeastern University,University of Massachusetts-Lowell,University of New Hampshire,nanomanufacturing,nanoparticle","['Category:2004 establishments in Massachusetts', 'Category:All articles lacking reliable references', 'Category:Articles lacking reliable references from November 2025', 'Category:Coordinates on Wikidata', 'Category:Nanotechnology institutions', 'Category:Northeastern University', 'Category:Pages using gadget WikiMiniAtlas', 'Category:Research institutes in Massachusetts']",2020-05-01T15:16:31Z,954271493
4544290,Center for NanoScience,"Center on Nanotechnology and Society,Ludwig Maximilian University of Munich,Munich,Self-assembly,graphite,monolayer,nanoscience,organic semiconductor","['Category:1998 establishments in Germany', 'Category:All articles needing coordinates', 'Category:Articles missing coordinates without coordinates on Wikidata', 'Category:Articles with short description', 'Category:Bavaria articles missing geocoordinate data', 'Category:LMU Munich', 'Category:Nanotechnology institutions', 'Category:Research institutes established in 1998', 'Category:Research institutes in Munich', 'Category:Short description matches Wikidata']",2020-05-01T15:18:05Z,954271742
31746484,Center for Nanotechnology in Society,"California NanoSystems Institute,Cardiff University,Duke University,NGO,Nanoscopic scale,Nanotechnology,National Science Foundation,Rice University,SUNY,Science History Institute,U.S. National Science Foundation,UC Berkeley,UC Santa Cruz,University of British Columbia,University of California at Santa Barbara,University of East Anglia,University of Edinburgh,atom,molecular,nanometre,quantum mechanics,quantum realm,risk perception","['Category:Articles with short description', 'Category:CS1 maint: deprecated archival service', 'Category:Educational organizations established in 2006', 'Category:Nanotechnology institutions', 'Category:Research institutes in California', 'Category:Short description matches Wikidata', 'Category:Technology assessment organisations', 'Category:Webarchive template wayback links']",2020-05-01T15:18:15Z,954271767
21483862,Center for Probing the Nanoscale,"IBM,Nanoscopic scale,National Science Foundation,Stanford University","['Category:2004 establishments in California', 'Category:All articles needing additional references', 'Category:All articles with topics of unclear notability', 'Category:All articles with unsourced statements', 'Category:All stub articles', 'Category:Articles needing additional references from March 2026', 'Category:Articles with multiple maintenance issues', 'Category:Articles with topics of unclear notability from September 2011', 'Category:Articles with unsourced statements from March 2026', 'Category:Nanotechnology institutions', 'Category:Nanotechnology stubs', 'Category:National Science Foundation', 'Category:Stanford University research institutes']",2020-07-05T11:35:18Z,966154393
37236301,Center of Excellence in Nanotechnology for Energy,Prince of Songkla University,"['Category:Energy harvesting research centers', 'Category:Nanotechnology institutions', 'Category:Redirects connected to a Wikidata item', 'Category:Research institutes established in 2012', 'Category:Research institutes in Thailand', 'Category:Songkhla', 'Category:University departments in Thailand']",2016-06-02T12:09:59Z,723330944
38904907,Centre for Advanced 2D Materials,"Andre Geim,Konstantin Novoselov,Nanyang Technological University,National University of Singapore,Nobel Prize in Physics,Research institute,University of California, Berkeley,graphene,valleytronics","['Category:2010 establishments in Singapore', 'Category:All articles lacking reliable references', 'Category:All articles needing coordinates', 'Category:All articles with dead external links', 'Category:Articles lacking reliable references from August 2015', 'Category:Articles missing coordinates without coordinates on Wikidata', 'Category:Articles with dead external links from August 2015', 'Category:CS1 maint: deprecated archival service', 'Category:Educational institutions established in 2010', 'Category:Graphene', 'Category:Nanotechnology institutions', 'Category:National University of Singapore', 'Category:Pages using infobox mapframe with missing coordinates', 'Category:Physics research institutes', 'Category:Research institutes in Singapore', 'Category:Singapore articles missing geocoordinate data', 'Category:Use dmy dates from July 2025']",2020-11-19T15:36:01Z,989536889
33664739,Centre for Nanoscience and Quantum Information,"Bristol,California NanoSystems Institute,Category 5 cable,Doctoral Training Centre,Faraday cage,Heinrich Rohrer,NanoESCA,Nanomaterials,Nanoscopic scale,Nanotechnology,Nanotoxicology,QE-CDT,QETLabs,Quantum information,Quantum optics,University of Bristol,anechoic chamber,cleanroom,noise,optical fibre,pneumatic,transformer,vibration","['Category:All Wikipedia articles written in British English', 'Category:All articles with unsourced statements', 'Category:Articles with short description', 'Category:Articles with unsourced statements from October 2022', 'Category:Coordinates on Wikidata', 'Category:Nanotechnology institutions', 'Category:Pages using gadget WikiMiniAtlas', 'Category:Quantum information science', 'Category:Short description is different from Wikidata', 'Category:University of Bristol', 'Category:Use British English from September 2013', 'Category:Use dmy dates from September 2024']",2020-07-05T11:38:04Z,966154700
